Gene name, Transcript overall charge
YGL245W, 1
YGL244W, -5
YGL243W, 1
YGL242C, -3
YGL241W, -2
YGL240W, 0
YGL238W, -2
YGL237C, -2
YGL236C, 1
YGL234W, 1
YGL233W, -2
YGL232W, 2
YGL231C, -2
YGL230C, 2
YGL229C, 0
YGL228W, 2
YGL227W, -4
YGL226C-A, 1
YGL226W, 4
YGL225W, 2
YGL224C, -2
YGL223C, -1
YGL222C, 0
YGL221C, 3
YGL220W, -1
YGL219C, -1
YGL216W, 0
YGL215W, 0
YGL213C, 3
YGL212W, 2
YGL211W, 1
YGL210W, -3
YGL209W, 1
YGL208W, 3
YGL207W, -1
YGL205W, 1
YGL204C, 0
YGL203C, 1
YGL202W, -2
YGL201C, 0
YGL200C, 1
YGL198W, -3
YGL196W, 0
YGL194C-A, 2
YGL194C, -1
YGL193C, 2
YGL192W, 0
YGL191W, 3
YGL190C, 0
YGL189C, 7
YGL188C-A, 0
YGL187C, 3
YGL186C, 1
YGL185C, 0
YGL184C, 1
YGL181W, 5
YGL180W, 2
YGL179C, 1
YGL176C, 1
YGL175C, -1
YGL174W, 1
YGL172W, 1
YGL171W, 3
YGL169W, 3
YGL167C, -4
YGL166W, 0
YGL164C, -1
YGL163C, 3
YGL162W, 2
YGL161C, -4
YGL160W, 2
YGL159W, -3
YGL158W, -3
YGL157W, -1
YGL156W, -2
YGL155W, 3
YGL154C, 0
YGL153W, 0
YGL151W, -1
YGL150C, -1
YGL148W, 1
YGL147C, -2
YGL146C, 0
YGL145W, -1
YGL144C, 1
YGL143C, 3
YGL142C, 5
YGL141W, 3
YGL140C, 4
YGL139W, 2
YGL137W, 3
YGL136C, 2
YGL135W, 2
YGL134W, -3
YGL130W, -1
YGL129C, 3
YGL128C, -1
YGL127C, -1
YGL125W, 2
YGL124C, -2
YGL123W, 1
YGL122C, -1
YGL121C, -4
YGL120C, 2
YGL119W, 4
YGL117W, -1
YGL116W, 0
YGL115W, -1
YGL114W, 0
YGL113W, -1
YGL112C, -1
YGL111W, 0
YGL110C, 1
YGL108C, 1
YGL107C, 3
YGL106W, 0
YGL105W, 0
YGL104C, 1
YGL103W, 7
YGL101W, 0
YGL100W, -2
YGL099W, 4
YGL098W, -2
YGL097W, 1
YGL096W, 0
YGL095C, -1
YGL094C, 0
YGL093W, 0
YGL092W, 1
YGL091C, -2
YGL090W, -1
YGL089C, 1
YGL087C, 0
YGL085W, 0
YGL084C, -1
YGL083W, 2
YGL082W, 0
YGL081W, -3
YGL080W, 2
YGL079W, -6
YGL078C, 1
YGL077C, 0
YGL076C, 1
YGL075C, -2
YGL073W, -1
YGL071W, -2
YGL070C, 1
YGL068W, 3
YGL067W, 2
YGL066W, 2
YGL065C, 1
YGL064C, 1
YGL063W, 0
YGL062W, 2
YGL061C, -3
YGL060W, 1
YGL059W, 4
YGL058W, 5
YGL057C, 5
YGL056C, 1
YGL055W, -3
YGL054C, 0
YGL053W, -1
YGL050W, 2
YGL049C, 1
YGL048C, 0
YGL047W, -1
YGL045W, 2
YGL044C, 1
YGL043W, 1
YGL041C-B, -2
YGL041W-A, 5
YGL040C, -3
YGL039W, 0
YGL038C, 6
YGL037C, -1
YGL034C, -1
YGL032C, 1
YGL031C, 0
YGL030W, 1
YGL029W, 0
YGL028C, 0
YGL027C, 3
YGL026C, 1
YGL023C, 2
YGL022W, 0
YGL020C, 1
YGL019W, -2
YGL018C, 3
YGL017W, 0
YGL016W, -2
YGL015C, -3
YGL014W, -2
YGL013C, 2
YGL012W, -2
YGL011C, 1
YGL010W, -1
YGL009C, 2
YGL008C, -1
YGL007C-A, 1
YGL007W, 1
YGL006W, -2
YGL005C, -5
YGL004C, 2
YGL003C, 0
YGL002W, 1
YGL001C, 0
YGR001C, -5
YGR002C, 0
YGR003W, 3
YGR004W, -3
YGR005C, 0
YGR006W, -1
YGR007W, -2
YGR008C, 1
YGR009C, 2
YGR012W, 2
YGR013W, 0
YGR014W, 0
YGR015C, 4
YGR016W, 5
YGR017W, 1
YGR018C, 3
YGR019W, -2
YGR020C, -2
YGR021W, 2
YGR023W, 3
YGR026W, 6
YGR027C, 3
YGR028W, 1
YGR029W, -1
YGR030C, -2
YGR031W, 1
YGR033C, 4
YGR034W, 2
YGR035C, 0
YGR035W-A, 1
YGR036C, 0
YGR037C, -1
YGR038W, -3
YGR039W, 0
YGR040W, 1
YGR041W, 0
YGR042W, -2
YGR043C, 1
YGR044C, 1
YGR045C, 4
YGR046W, 2
YGR047C, 2
YGR048W, 0
YGR049W, 1
YGR050C, 3
YGR053C, 3
YGR054W, -1
YGR055W, 0
YGR056W, 0
YGR057C, 2
YGR058W, 1
YGR060W, 0
YGR061C, 0
YGR062C, 3
YGR063C, 0
YGR065C, 3
YGR066C, 2
YGR067C, 3
YGR068C, 0
YGR071C, -2
YGR072W, 1
YGR074W, 3
YGR075C, -1
YGR076C, 2
YGR077C, -2
YGR078C, 0
YGR080W, 0
YGR081C, 5
YGR082W, 1
YGR084C, -1
YGR085C, 1
YGR086C, 4
YGR088W, 1
YGR089W, 1
YGR090W, 1
YGR091W, -7
YGR092W, 0
YGR093W, 0
YGR094W, 3
YGR095C, -2
YGR096W, 0
YGR097W, 0
YGR099W, -1
YGR100W, 0
YGR101W, 1
YGR102C, 4
YGR103W, 6
YGR104C, -2
YGR105W, 1
YGR106C, 0
YGR108W, 1
YGR109C, 1
YGR110W, 4
YGR111W, -4
YGR112W, 2
YGR113W, 1
YGR116W, -4
YGR117C, 0
YGR118W, 5
YGR119C, 1
YGR120C, -6
YGR121C, -2
YGR121W-A, 5
YGR122W, 3
YGR123C, 1
YGR124W, 1
YGR125W, 5
YGR126W, -3
YGR127W, 0
YGR128C, 2
YGR129W, 1
YGR130C, -2
YGR131W, 0
YGR132C, 1
YGR134W, 3
YGR135W, 2
YGR138C, -2
YGR141W, 7
YGR142W, -1
YGR145W, 0
YGR146C, -1
YGR146C-A, -1
YGR147C, 3
YGR148C, 0
YGR149W, -4
YGR150C, 2
YGR153W, 0
YGR154C, 3
YGR155W, 1
YGR156W, 4
YGR157W, 0
YGR158C, 2
YGR159C, 5
YGR161C, 2
YGR161W-C, 2
YGR163W, -1
YGR165W, 2
YGR166W, -2
YGR167W, -3
YGR168C, 4
YGR169C, 0
YGR169C-A, 3
YGR170W, 8
YGR171C, 4
YGR172C, 0
YGR173W, -2
YGR174C, 1
YGR174W-A, -1
YGR175C, -2
YGR177C, -4
YGR178C, 4
YGR179C, -3
YGR180C, 2
YGR181W, 0
YGR183C, 3
YGR185C, -2
YGR186W, 3
YGR187C, -1
YGR188C, -2
YGR189C, 0
YGR191W, 1
YGR192C, 3
YGR193C, 2
YGR195W, -1
YGR196C, 3
YGR197C, -4
YGR198W, 2
YGR199W, 0
YGR200C, -2
YGR201C, 0
YGR202C, 3
YGR203W, -1
YGR204W, 0
YGR204C-A, 1
YGR205W, -1
YGR206W, 0
YGR207C, 4
YGR208W, 1
YGR209C, -1
YGR210C, 1
YGR211W, -2
YGR212W, 2
YGR213C, -1
YGR214W, -3
YGR215W, 2
YGR216C, -2
YGR218W, -4
YGR220C, 2
YGR221C, 4
YGR222W, 3
YGR223C, 3
YGR225W, 4
YGR227W, -1
YGR229C, 2
YGR230W, 0
YGR231C, 2
YGR232W, -1
YGR233C, 1
YGR234W, 2
YGR235C, -1
YGR236C, 0
YGR237C, 1
YGR239C, 1
YGR240C, 0
YGR241C, 3
YGR243W, 2
YGR244C, 3
YGR245C, 3
YGR246C, 0
YGR247W, 0
YGR248W, 4
YGR250C, -4
YGR251W, 1
YGR252W, -1
YGR253C, 0
YGR254W, 2
YGR255C, 4
YGR256W, 0
YGR257C, 1
YGR258C, 1
YGR260W, 1
YGR261C, 0
YGR262C, -1
YGR263C, 0
YGR264C, 3
YGR266W, -2
YGR267C, 0
YGR268C, -4
YGR271C-A, 5
YGR273C, -3
YGR274C, 1
YGR277C, -1
YGR278W, -1
YGR279C, 1
YGR280C, 2
YGR282C, 1
YGR283C, 2
YGR284C, 1
YGR285C, -2
YGR286C, 3
YGR287C, 0
YGR288W, 1
YGR289C, 4
YGR292W, 0
YGR294W, 1
YHL048W, -2
YHL047C, 0
YHL046C, 1
YHL044W, 0
YHL043W, -2
YHL042W, 2
YHL040C, 1
YHL039W, -2
YHL038C, 2
YHL037C, 1
YHL036W, 0
YHL034C, -3
YHL033C, 3
YHL032C, 3
YHL031C, 2
YHL029C, 4
YHL028W, 1
YHL027W, -2
YHL026C, 1
YHL025W, 7
YHL023C, -1
YHL021C, 4
YHL020C, -4
YHL019C, -3
YHL018W, 3
YHL017W, 0
YHL016C, 0
YHL015W, -3
YHL014C, 2
YHL013C, -5
YHL011C, 2
YHL009C, -1
YHL008C, -2
YHL007C, -3
YHL006C, -3
YHL004W, 5
YHL003C, 0
YHL002W, 3
YHL001W, 1
YHR001W, 2
YHR001W-A, 3
YHR002W, 0
YHR003C, 1
YHR005C, -3
YHR005C-A, 0
YHR006W, 1
YHR007C, -1
YHR007C-A, 9
YHR008C, 3
YHR009C, -1
YHR010W, 4
YHR011W, 3
YHR012W, 0
YHR013C, 1
YHR014W, 3
YHR016C, 1
YHR017W, -2
YHR018C, 1
YHR019C, -2
YHR020W, 0
YHR021C, -1
YHR022C, 1
YHR022C-A, 4
YHR024C, 3
YHR025W, 3
YHR026W, -1
YHR027C, -3
YHR028C, -6
YHR029C, -1
YHR030C, 2
YHR031C, 5
YHR033W, 2
YHR034C, 4
YHR035W, -2
YHR036W, -2
YHR037W, 4
YHR038W, 2
YHR039C, 1
YHR039C-A, 1
YHR040W, 1
YHR041C, 1
YHR042W, -2
YHR043C, -3
YHR044C, -4
YHR045W, 0
YHR046C, -2
YHR047C, 1
YHR048W, -1
YHR049W, 2
YHR050W, -4
YHR050W-A, 3
YHR051W, 3
YHR052W, 4
YHR057C, 1
YHR058C, -2
YHR059W, 4
YHR060W, -3
YHR061C, 0
YHR062C, -1
YHR063C, 3
YHR064C, 0
YHR065C, 3
YHR066W, 7
YHR067W, 3
YHR068W, -3
YHR069C, 1
YHR070W, 3
YHR072W, -2
YHR072W-A, 2
YHR074W, 1
YHR075C, 0
YHR076W, 3
YHR077C, 1
YHR078W, -1
YHR079C, 3
YHR080C, 5
YHR081W, 0
YHR082C, -2
YHR083W, 2
YHR084W, 1
YHR085W, 5
YHR086W, 2
YHR087W, 0
YHR088W, 2
YHR089C, 4
YHR090C, -3
YHR091C, 3
YHR092C, -4
YHR094C, 0
YHR097C, 1
YHR098C, 0
YHR100C, 1
YHR101C, 1
YHR102W, 1
YHR103W, 2
YHR104W, 1
YHR105W, -1
YHR106W, 3
YHR107C, 0
YHR108W, 2
YHR109W, 0
YHR110W, 2
YHR111W, -4
YHR112C, -2
YHR113W, 4
YHR116W, 2
YHR117W, 2
YHR118C, 1
YHR119W, 3
YHR121W, 1
YHR122W, -5
YHR123W, 0
YHR126C, 1
YHR127W, 5
YHR128W, 0
YHR129C, -2
YHR130C, 1
YHR131C, 1
YHR132C, 1
YHR132W-A, -2
YHR133C, 4
YHR134W, 2
YHR135C, 0
YHR136C, 1
YHR137W, 0
YHR138C, 1
YHR139C, 1
YHR140W, 1
YHR141C, 5
YHR142W, 0
YHR143W, 1
YHR143W-A, -1
YHR144C, -1
YHR146W, -1
YHR147C, 2
YHR148W, 7
YHR149C, 2
YHR150W, 1
YHR151C, 1
YHR152W, 1
YHR153C, -2
YHR154W, -1
YHR156C, 4
YHR157W, -3
YHR159W, -3
YHR160C, 1
YHR161C, 4
YHR162W, 3
YHR163W, 1
YHR166C, -1
YHR167W, -2
YHR168W, 2
YHR169W, 0
YHR170W, 0
YHR171W, 1
YHR172W, -2
YHR174W, 2
YHR175W, 1
YHR175W-A, 1
YHR176W, 2
YHR178W, 2
YHR179W, 0
YHR181W, -1
YHR182W, -4
YHR183W, -1
YHR187W, 3
YHR188C, 0
YHR189W, 2
YHR190W, 2
YHR191C, -1
YHR192W, 2
YHR193C, 0
YHR194W, 3
YHR195W, 2
YHR196W, -1
YHR197W, -1
YHR198C, 3
YHR199C, 2
YHR200W, -3
YHR201C, 2
YHR202W, 2
YHR203C, 6
YHR204W, 1
YHR205W, 0
YHR208W, 5
YHR209W, 2
YHR210C, -1
YHR216W, 1
YIL169C, 2
YIL165C, 1
YIL162W, 0
YIL161W, 2
YIL160C, 1
YIL159W, 4
YIL158W, 0
YIL157C, 3
YIL156W-B, 1
YIL156W, 0
YIL155C, 3
YIL154C, 1
YIL153W, 0
YIL152W, 4
YIL150C, -2
YIL148W, 2
YIL147C, 1
YIL146C, 0
YIL145C, 1
YIL144W, 2
YIL142W, -2
YIL140W, 0
YIL139C, 3
YIL138C, 1
YIL137C, -2
YIL136W, 1
YIL135C, 0
YIL134C-A, -3
YIL134W, 0
YIL133C, 0
YIL132C, -4
YIL131C, 2
YIL127C, 1
YIL126W, -2
YIL125W, 3
YIL124W, 1
YIL123W, 1
YIL122W, 1
YIL121W, -2
YIL119C, -2
YIL118W, 1
YIL117C, 3
YIL116W, 3
YIL115C, -4
YIL114C, 0
YIL113W, 1
YIL112W, 3
YIL111W, 3
YIL110W, -4
YIL109C, 5
YIL108W, -1
YIL107C, -1
YIL106W, 1
YIL105C, 0
YIL104C, -2
YIL103W, 4
YIL102C-A, 1
YIL101C, 1
YIL098C, 4
YIL097W, -2
YIL096C, 6
YIL095W, -1
YIL094C, 3
YIL093C, 2
YIL092W, 1
YIL091C, 0
YIL090W, 2
YIL089W, -1
YIL088C, -1
YIL087C, -2
YIL085C, 3
YIL084C, 2
YIL083C, 2
YIL079C, -3
YIL078W, 0
YIL077C, -1
YIL076W, 0
YIL075C, 0
YIL074C, -1
YIL071C, 2
YIL070C, 3
YIL069C, 2
YIL068C, -1
YIL067C, -2
YIL066C, 2
YIL065C, -1
YIL064W, 4
YIL063C, -2
YIL062C, -3
YIL061C, 0
YIL057C, 5
YIL056W, 2
YIL055C, 1
YIL054W, 1
YIL053W, 2
YIL052C, 4
YIL051C, 3
YIL050W, 1
YIL049W, -2
YIL048W, 3
YIL046W-A, 3
YIL046W, 1
YIL045W, -2
YIL044C, 2
YIL043C, 0
YIL042C, 4
YIL041W, 2
YIL040W, -2
YIL039W, 3
YIL036W, -1
YIL035C, 2
YIL034C, -1
YIL033C, -1
YIL031W, 4
YIL030C, -3
YIL029C, 2
YIL027C, 1
YIL026C, 5
YIL024C, -1
YIL023C, 2
YIL022W, 4
YIL021W, 0
YIL020C, 0
YIL019W, -4
YIL018W, 4
YIL017C, 1
YIL016W, 4
YIL014C-A, -2
YIL014W, 6
YIL012W, 1
YIL011W, 1
YIL010W, 3
YIL009C-A, 1
YIL009W, 0
YIL008W, -1
YIL007C, -2
YIL006W, -1
YIL005W, 3
YIL004C, 1
YIL003W, -3
YIL002W-A, -1
YIL002C, 4
YIL001W, -2
YIR001C, 0
YIR003W, 1
YIR004W, -3
YIR005W, 0
YIR007W, 0
YIR008C, 0
YIR009W, 2
YIR010W, -1
YIR011C, 1
YIR012W, -6
YIR013C, 1
YIR014W, 0
YIR016W, 0
YIR017C, 1
YIR018W, 0
YIR018C-A, 1
YIR020C, 3
YIR021W, 1
YIR022W, 1
YIR023W, -1
YIR024C, 3
YIR025W, 1
YIR026C, -2
YIR029W, -1
YIR030C, 1
YIR031C, -1
YIR032C, -2
YIR033W, -3
YIR034C, 2
YIR035C, 2
YIR036C, 2
YIR037W, 1
YIR038C, 3
YIR039C, 0
YIR041W, 1
YIR042C, -2
YJL218W, -3
YJL217W, -1
YJL213W, 3
YJL212C, -3
YJL210W, -1
YJL209W, 3
YJL208C, 1
YJL205C, 0
YJL203W, -3
YJL201W, 0
YJL200C, 4
YJL199C, 2
YJL198W, 2
YJL197W, -1
YJL196C, 1
YJL194W, 4
YJL193W, 3
YJL192C, 0
YJL191W, -1
YJL190C, 0
YJL189W, 5
YJL187C, -8
YJL186W, 5
YJL185C, 0
YJL184W, -1
YJL183W, 5
YJL181W, -5
YJL180C, 2
YJL179W, 0
YJL178C, 1
YJL177W, 2
YJL176C, -2
YJL174W, 2
YJL173C, -2
YJL172W, 2
YJL171C, 1
YJL170C, 3
YJL168C, -2
YJL167W, 1
YJL166W, 2
YJL165C, 3
YJL164C, -2
YJL163C, -4
YJL162C, -1
YJL161W, 4
YJL160C, 3
YJL159W, 2
YJL158C, 1
YJL156C, 3
YJL155C, -1
YJL154C, -1
YJL153C, -1
YJL151C, 1
YJL149W, 2
YJL148W, -2
YJL147C, 4
YJL146W, -5
YJL145W, -1
YJL144W, 5
YJL143W, 0
YJL142C, 2
YJL141C, -1
YJL140W, 4
YJL139C, 1
YJL138C, -4
YJL137C, 2
YJL136C, -1
YJL134W, 3
YJL133C-A, 1
YJL133W, 0
YJL132W, 0
YJL131C, 1
YJL128C, 0
YJL127C-B, 1
YJL127C, -1
YJL126W, 3
YJL125C, 0
YJL124C, 0
YJL123C, -4
YJL122W, 3
YJL121C, 0
YJL118W, 1
YJL117W, 4
YJL116C, 1
YJL115W, 1
YJL112W, 1
YJL111W, 0
YJL110C, 3
YJL108C, -1
YJL106W, 1
YJL104W, 2
YJL103C, 4
YJL102W, 4
YJL101C, -1
YJL100W, 1
YJL098W, 0
YJL097W, 2
YJL096W, 2
YJL094C, 0
YJL092W, 0
YJL091C, 1
YJL090C, 1
YJL088W, 2
YJL087C, 1
YJL085W, -5
YJL084C, -2
YJL083W, 5
YJL082W, 2
YJL081C, -2
YJL080C, -3
YJL079C, 2
YJL078C, -1
YJL077W-B, 4
YJL077W-A, 2
YJL076W, 1
YJL073W, 0
YJL072C, -1
YJL071W, 2
YJL070C, -1
YJL069C, 0
YJL068C, 2
YJL066C, -3
YJL065C, -1
YJL063C, 4
YJL062W-A, 2
YJL062W, 1
YJL061W, 1
YJL060W, 3
YJL059W, 1
YJL058C, -1
YJL057C, -4
YJL056C, -1
YJL055W, 1
YJL054W, 3
YJL053W, -1
YJL052W, 3
YJL051W, 3
YJL050W, -5
YJL049W, 1
YJL048C, -1
YJL047C-A, 1
YJL047C, 0
YJL046W, 1
YJL045W, 3
YJL044C, 0
YJL043W, -2
YJL042W, 2
YJL041W, 1
YJL038C, 1
YJL036W, 1
YJL035C, 6
YJL034W, 2
YJL033W, 5
YJL031C, 5
YJL030W, 2
YJL029C, -5
YJL027C, 4
YJL026W, 0
YJL025W, 0
YJL024C, 4
YJL023C, 4
YJL019W, 0
YJL016W, 2
YJL014W, 0
YJL012C, 3
YJL011C, -2
YJL010C, 6
YJL008C, 2
YJL006C, 0
YJL004C, 3
YJL003W, 5
YJL002C, 1
YJL001W, 1
YJR001W, 1
YJR002W, 1
YJR003C, 4
YJR004C, 1
YJR005W, 1
YJR005C-A, 4
YJR006W, -1
YJR007W, 1
YJR008W, 2
YJR009C, 3
YJR010W, 1
YJR010C-A, 0
YJR011C, -2
YJR013W, -2
YJR014W, 0
YJR015W, -3
YJR016C, 2
YJR017C, 0
YJR019C, 1
YJR021C, -1
YJR024C, -1
YJR025C, 0
YJR031C, -1
YJR032W, -2
YJR034W, 2
YJR040W, -1
YJR041C, -4
YJR042W, -3
YJR043C, 0
YJR044C, 1
YJR045C, 2
YJR046W, 3
YJR047C, -4
YJR048W, 2
YJR049C, -1
YJR050W, 2
YJR051W, 3
YJR052W, 3
YJR054W, 2
YJR055W, 1
YJR056C, -2
YJR057W, 1
YJR058C, 1
YJR059W, 0
YJR060W, -2
YJR062C, 2
YJR063W, -2
YJR064W, -1
YJR065C, -1
YJR067C, -4
YJR068W, 4
YJR069C, 0
YJR070C, -2
YJR072C, 0
YJR073C, 0
YJR074W, 2
YJR075W, 5
YJR076C, 3
YJR077C, 0
YJR080C, 3
YJR082C, -2
YJR083C, -1
YJR084W, -3
YJR085C, 0
YJR086W, 0
YJR088C, 1
YJR091C, 1
YJR093C, -4
YJR094C, 0
YJR094W-A, 5
YJR095W, 4
YJR096W, 3
YJR097W, 1
YJR098C, -2
YJR099W, -1
YJR100C, 4
YJR101W, 4
YJR102C, 0
YJR103W, 1
YJR104C, 0
YJR105W, -1
YJR106W, 2
YJR107W, 1
YJR109C, -1
YJR110W, 2
YJR111C, 1
YJR112W, 4
YJR112W-A, 3
YJR113C, 5
YJR115W, 2
YJR116W, 0
YJR117W, 0
YJR118C, 1
YJR119C, -3
YJR121W, 2
YJR122W, 5
YJR123W, -6
YJR124C, 1
YJR125C, -3
YJR129C, 0
YJR130C, 1
YJR131W, 1
YJR132W, -3
YJR133W, 0
YJR134C, 1
YJR135C, -2
YJR135W-A, -3
YJR136C, -4
YJR139C, 1
YJR141W, 0
YJR142W, 2
YJR143C, 5
YJR144W, 4
YJR145C, 6
YJR147W, -2
YJR148W, 1
YJR149W, -1
YJR150C, 1
YJR152W, -3
YJR153W, 0
YJR155W, 3
YKL222C, 3
YKL218C, -1
YKL217W, -2
YKL216W, 0
YKL215C, 2
YKL214C, -2
YKL213C, 0
YKL212W, -1
YKL211C, 3
YKL210W, -2
YKL208W, 1
YKL207W, -1
YKL206C, 0
YKL205W, -1
YKL204W, -2
YKL198C, 3
YKL197C, 3
YKL196C, 2
YKL195W, 4
YKL194C, 4
YKL193C, -3
YKL192C, 3
YKL191W, -2
YKL190W, -2
YKL189W, 1
YKL186C, -1
YKL185W, 2
YKL184W, 0
YKL183W, 6
YKL181W, 3
YKL180W, 2
YKL179C, 0
YKL178C, 1
YKL176C, 2
YKL175W, 1
YKL174C, -2
YKL173W, -5
YKL172W, 4
YKL170W, 1
YKL168C, 2
YKL167C, 3
YKL166C, 0
YKL165C, 2
YKL164C, 2
YKL163W, 2
YKL162C, 6
YKL161C, 0
YKL160W, 8
YKL159C, -1
YKL157W, 3
YKL156W, -1
YKL155C, 3
YKL154W, 0
YKL152C, 2
YKL151C, 1
YKL150W, 4
YKL149C, 3
YKL148C, 3
YKL146W, 1
YKL145W, -1
YKL144C, 1
YKL143W, 4
YKL142W, -2
YKL141W, 2
YKL140W, 0
YKL139W, 2
YKL138C-A, 2
YKL138C, 1
YKL137W, 1
YKL135C, 3
YKL134C, 2
YKL133C, 3
YKL132C, 1
YKL130C, 0
YKL129C, 4
YKL128C, 1
YKL127W, -1
YKL126W, 4
YKL125W, 0
YKL124W, -2
YKL122C, 1
YKL121W, 0
YKL120W, 0
YKL119C, 0
YKL117W, 1
YKL116C, 0
YKL114C, 2
YKL113C, 1
YKL112W, 1
YKL110C, 1
YKL109W, 2
YKL108W, 0
YKL107W, 2
YKL106C-A, 2
YKL106W, 3
YKL105C, -2
YKL104C, 0
YKL103C, -1
YKL102C, -1
YKL100C, -1
YKL099C, 4
YKL098W, 0
YKL097C, -1
YKL096W-A, 0
YKL096W, 1
YKL094W, 0
YKL093W, 0
YKL092C, 0
YKL091C, -1
YKL090W, -2
YKL089W, 3
YKL088W, -1
YKL087C, -3
YKL086W, 0
YKL085W, 3
YKL084W, -2
YKL082C, 0
YKL081W, 2
YKL080W, -1
YKL079W, 1
YKL078W, 2
YKL077W, 1
YKL074C, 0
YKL073W, 2
YKL072W, 1
YKL071W, 1
YKL070W, 1
YKL069W, 2
YKL068W-A, 0
YKL068W, 1
YKL067W, 0
YKL065W-A, 5
YKL065C, -1
YKL063C, 3
YKL062W, 2
YKL061W, -1
YKL060C, 2
YKL059C, 3
YKL058W, 1
YKL057C, 0
YKL056C, -2
YKL055C, 2
YKL054C, 4
YKL053C-A, -2
YKL052C, -3
YKL051W, 1
YKL049C, 0
YKL048C, 0
YKL047W, -1
YKL046C, 1
YKL045W, 6
YKL044W, 0
YKL043W, 2
YKL042W, 3
YKL041W, 0
YKL040C, 3
YKL039W, 2
YKL038W, -2
YKL035W, 5
YKL034W, -2
YKL033W-A, 0
YKL029C, 3
YKL028W, 0
YKL027W, 0
YKL026C, -3
YKL025C, 0
YKL024C, -1
YKL023C-A, 4
YKL023W, -3
YKL020C, 1
YKL019W, -4
YKL018C-A, 0
YKL018W, 3
YKL017C, 3
YKL016C, 2
YKL015W, 2
YKL013C, 2
YKL012W, 1
YKL011C, 1
YKL010C, -1
YKL009W, 4
YKL008C, 2
YKL007W, 0
YKL006C-A, 0
YKL006W, 1
YKL005C, 4
YKL004W, 1
YKL003C, 0
YKL002W, 0
YKL001C, -1
YKR001C, -1
YKR002W, 1
YKR003W, 3
YKR004C, 0
YKR006C, 3
YKR007W, 0
YKR008W, 3
YKR010C, 2
YKR011C, -2
YKR013W, 2
YKR014C, 0
YKR015C, -3
YKR016W, 5
YKR017C, -4
YKR018C, -1
YKR019C, 4
YKR020W, 3
YKR021W, -2
YKR022C, 5
YKR023W, 2
YKR024C, -4
YKR025W, -5
YKR026C, -2
YKR027W, 4
YKR028W, -1
YKR029C, -2
YKR030W, -1
YKR035W-A, 0
YKR036C, 0
YKR037C, -2
YKR038C, 1
YKR039W, -1
YKR041W, -7
YKR042W, 1
YKR043C, 3
YKR044W, 1
YKR045C, 5
YKR046C, -1
YKR048C, 2
YKR049C, 3
YKR050W, 3
YKR051W, 0
YKR052C, -5
YKR053C, -3
YKR055W, 3
YKR057W, -1
YKR058W, 1
YKR059W, -4
YKR060W, -1
YKR061W, 3
YKR062W, 1
YKR063C, 0
YKR064W, 5
YKR065C, 2
YKR066C, 2
YKR067W, 1
YKR068C, 1
YKR069W, 0
YKR070W, 4
YKR071C, 2
YKR072C, 0
YKR074W, 3
YKR075C, -2
YKR076W, 3
YKR077W, 1
YKR078W, 0
YKR079C, 1
YKR080W, 2
YKR081C, 6
YKR082W, 4
YKR083C, -1
YKR084C, -5
YKR085C, 3
YKR086W, 2
YKR087C, 4
YKR088C, -1
YKR089C, 1
YKR090W, 1
YKR091W, -1
YKR092C, 2
YKR093W, -3
YKR094C, 2
YKR095W-A, 1
YKR096W, -1
YKR097W, 0
YKR098C, 1
YKR099W, 4
YKR100C, 0
YKR101W, 0
YKR104W, -1
YLL063C, 5
YLL062C, 2
YLL061W, -1
YLL060C, 1
YLL058W, -3
YLL056C, 1
YLL055W, 0
YLL054C, 3
YLL053C, 0
YLL051C, 2
YLL050C, -1
YLL045C, 3
YLL043W, -1
YLL042C, 0
YLL041C, 3
YLL039C, 2
YLL038C, 0
YLL036C, 3
YLL035W, -1
YLL034C, 4
YLL033W, 3
YLL031C, 1
YLL029W, 2
YLL028W, 1
YLL027W, 3
YLL026W, -1
YLL025W, 1
YLL024C, 0
YLL023C, 1
YLL022C, 1
YLL018C-A, 1
YLL018C, -3
YLL015W, -1
YLL014W, -2
YLL013C, -5
YLL012W, 3
YLL011W, 2
YLL010C, -1
YLL009C, -2
YLL008W, 1
YLL007C, 0
YLL006W, -5
YLL004W, 0
YLL003W, 1
YLL002W, -2
YLL001W, -1
YLR001C, 1
YLR002C, 4
YLR003C, -5
YLR004C, 2
YLR005W, -5
YLR006C, 1
YLR007W, -3
YLR008C, -1
YLR009W, 2
YLR010C, 1
YLR011W, 4
YLR012C, 1
YLR015W, -1
YLR016C, 6
YLR017W, 5
YLR018C, -2
YLR019W, -1
YLR020C, 0
YLR021W, 1
YLR022C, 1
YLR023C, 0
YLR025W, 1
YLR026C, 0
YLR027C, -2
YLR028C, 2
YLR029C, 2
YLR031W, 0
YLR032W, 0
YLR033W, -1
YLR034C, 3
YLR035C, 1
YLR036C, -4
YLR037C, 1
YLR038C, -2
YLR040C, 1
YLR042C, 1
YLR043C, -1
YLR044C, 1
YLR045C, -5
YLR046C, 5
YLR048W, -3
YLR049C, 1
YLR050C, 2
YLR051C, -3
YLR052W, 0
YLR053C, 1
YLR055C, -5
YLR056W, -4
YLR057W, 4
YLR058C, 2
YLR059C, 4
YLR060W, 0
YLR061W, 4
YLR064W, 2
YLR065C, 4
YLR066W, 1
YLR067C, 4
YLR068W, 5
YLR069C, 3
YLR071C, -2
YLR072W, -3
YLR073C, 2
