Gene name, Transcript overall charge
YGL245W, 0
YGL244W, -9
YGL243W, 0
YGL242C, -1
YGL241W, -1
YGL240W, 0
YGL238W, -2
YGL237C, -4
YGL236C, 2
YGL234W, 2
YGL233W, -2
YGL232W, 5
YGL231C, -2
YGL230C, 4
YGL229C, -2
YGL228W, 2
YGL227W, -4
YGL226C-A, 1
YGL226W, 4
YGL225W, 2
YGL224C, -4
YGL223C, -1
YGL222C, 1
YGL221C, 4
YGL220W, 1
YGL219C, 0
YGL216W, 2
YGL215W, 0
YGL213C, 1
YGL212W, 1
YGL211W, 2
YGL210W, -3
YGL209W, 1
YGL208W, 6
YGL207W, -2
YGL205W, 2
YGL204C, 1
YGL203C, 2
YGL202W, -2
YGL201C, 0
YGL200C, 1
YGL198W, -5
YGL196W, 0
YGL194C-A, 2
YGL194C, -2
YGL193C, 2
YGL192W, 0
YGL191W, 4
YGL190C, -1
YGL189C, 9
YGL188C-A, -2
YGL187C, 4
YGL186C, 3
YGL185C, -1
YGL184C, 1
YGL181W, 4
YGL180W, 2
YGL179C, 1
YGL176C, 3
YGL175C, -1
YGL174W, 3
YGL172W, 1
YGL171W, 3
YGL169W, 3
YGL167C, -4
YGL166W, 3
YGL164C, 0
YGL163C, 3
YGL162W, 2
YGL161C, -7
YGL160W, 3
YGL159W, -3
YGL158W, -4
YGL157W, 0
YGL156W, -3
YGL155W, 6
YGL154C, 1
YGL153W, 0
YGL151W, 0
YGL150C, -1
YGL148W, 3
YGL147C, -2
YGL146C, 1
YGL145W, -2
YGL144C, 2
YGL143C, 3
YGL142C, 5
YGL141W, 5
YGL140C, 4
YGL139W, 2
YGL137W, 3
YGL136C, 4
YGL135W, 3
YGL134W, -4
YGL130W, -1
YGL129C, 4
YGL128C, -2
YGL127C, -1
YGL125W, 3
YGL124C, 0
YGL123W, 3
YGL122C, -1
YGL121C, -5
YGL120C, 1
YGL119W, 5
YGL117W, -1
YGL116W, 1
YGL115W, -2
YGL114W, 0
YGL113W, -2
YGL112C, -1
YGL111W, 0
YGL110C, 0
YGL108C, 1
YGL107C, 3
YGL106W, 2
YGL105W, 0
YGL104C, 2
YGL103W, 8
YGL101W, -1
YGL100W, -3
YGL099W, 6
YGL098W, -1
YGL097W, 5
YGL096W, 0
YGL095C, 0
YGL094C, 2
YGL093W, 1
YGL092W, 1
YGL091C, -4
YGL090W, -4
YGL089C, 1
YGL087C, 1
YGL085W, 0
YGL084C, -1
YGL083W, 2
YGL082W, 1
YGL081W, -3
YGL080W, 4
YGL079W, -5
YGL078C, -2
YGL077C, -1
YGL076C, 2
YGL075C, -2
YGL073W, -1
YGL071W, -3
YGL070C, 1
YGL068W, 5
YGL067W, 3
YGL066W, 0
YGL065C, 1
YGL064C, 2
YGL063W, 2
YGL062W, 2
YGL061C, -3
YGL060W, 0
YGL059W, 5
YGL058W, 4
YGL057C, 6
YGL056C, 1
YGL055W, -4
YGL054C, 0
YGL053W, -3
YGL050W, 0
YGL049C, 3
YGL048C, 0
YGL047W, -1
YGL045W, 5
YGL044C, 2
YGL043W, 1
YGL041C-B, -1
YGL041W-A, 4
YGL040C, -3
YGL039W, 1
YGL038C, 6
YGL037C, -1
YGL034C, 1
YGL032C, 0
YGL031C, 1
YGL030W, 2
YGL029W, 1
YGL028C, 0
YGL027C, 3
YGL026C, 2
YGL023C, -2
YGL022W, 1
YGL020C, 2
YGL019W, -6
YGL018C, 3
YGL017W, 1
YGL016W, 0
YGL015C, -3
YGL014W, -3
YGL013C, 0
YGL012W, 1
YGL011C, 1
YGL010W, 2
YGL009C, 2
YGL008C, 0
YGL007C-A, 1
YGL007W, 2
YGL006W, -1
YGL005C, -7
YGL004C, 0
YGL003C, 1
YGL002W, 2
YGL001C, 1
YGR001C, -5
YGR002C, 1
YGR003W, 1
YGR004W, -4
YGR005C, 0
YGR006W, 1
YGR007W, -2
YGR008C, 2
YGR009C, 1
YGR012W, 1
YGR013W, 0
YGR014W, 1
YGR015C, 3
YGR016W, 5
YGR017W, 2
YGR018C, 3
YGR019W, -2
YGR020C, -2
YGR021W, 3
YGR023W, 4
YGR026W, 6
YGR027C, 3
YGR028W, 1
YGR029W, 1
YGR030C, -2
YGR031W, 2
YGR033C, 5
YGR034W, 4
YGR035C, -2
YGR035W-A, 2
YGR036C, -2
YGR037C, 0
YGR038W, -2
YGR039W, 1
YGR040W, 0
YGR041W, 1
YGR042W, 1
YGR043C, 1
YGR044C, 1
YGR045C, 5
YGR046W, 3
YGR047C, 1
YGR048W, 0
YGR049W, 1
YGR050C, 4
YGR053C, 4
YGR054W, -1
YGR055W, 0
YGR056W, -1
YGR057C, 3
YGR058W, 2
YGR060W, 0
YGR061C, 0
YGR062C, 3
YGR063C, -1
YGR065C, 4
YGR066C, 3
YGR067C, 4
YGR068C, 0
YGR071C, -5
YGR072W, 3
YGR074W, 3
YGR075C, -1
YGR076C, 3
YGR077C, -2
YGR078C, 0
YGR080W, -1
YGR081C, 6
YGR082W, 1
YGR084C, 1
YGR085C, 2
YGR086C, 4
YGR088W, 1
YGR089W, 1
YGR090W, 2
YGR091W, -9
YGR092W, 0
YGR093W, -2
YGR094W, 4
YGR095C, -3
YGR096W, 1
YGR097W, 1
YGR099W, -1
YGR100W, 0
YGR101W, 3
YGR102C, 4
YGR103W, 7
YGR104C, -3
YGR105W, 1
YGR106C, 1
YGR108W, 0
YGR109C, -1
YGR110W, 4
YGR111W, -6
YGR112W, 2
YGR113W, 1
YGR116W, -6
YGR117C, 1
YGR118W, 9
YGR119C, 1
YGR120C, -7
YGR121C, -2
YGR121W-A, 7
YGR122W, 4
YGR123C, 1
YGR124W, 3
YGR125W, 4
YGR126W, -4
YGR127W, 0
YGR128C, 2
YGR129W, 2
YGR130C, -2
YGR131W, 0
YGR132C, 1
YGR134W, 1
YGR135W, 2
YGR138C, -3
YGR141W, 7
YGR142W, -1
YGR145W, 0
YGR146C, -1
YGR146C-A, 0
YGR147C, 4
YGR148C, 1
YGR149W, -4
YGR150C, 2
YGR153W, -2
YGR154C, 4
YGR155W, 0
YGR156W, 3
YGR157W, 1
YGR158C, 3
YGR159C, 6
YGR161C, 5
YGR161W-C, 1
YGR163W, 1
YGR165W, 2
YGR166W, -2
YGR167W, -3
YGR168C, 5
YGR169C, 3
YGR169C-A, 6
YGR170W, 9
YGR171C, 5
YGR172C, 0
YGR173W, 0
YGR174C, 4
YGR174W-A, -2
YGR175C, -3
YGR177C, -3
YGR178C, 5
YGR179C, -3
YGR180C, 2
YGR181W, 0
YGR183C, 3
YGR185C, -1
YGR186W, 3
YGR187C, 0
YGR188C, -2
YGR189C, 0
YGR191W, 1
YGR192C, 4
YGR193C, 4
YGR195W, 1
YGR196C, 3
YGR197C, -4
YGR198W, 1
YGR199W, -1
YGR200C, -1
YGR201C, 1
YGR202C, 3
YGR203W, 0
YGR204W, 1
YGR204C-A, 1
YGR205W, -1
YGR206W, 2
YGR207C, 3
YGR208W, 1
YGR209C, -1
YGR210C, 2
YGR211W, -4
YGR212W, 3
YGR213C, -1
YGR214W, -3
YGR215W, 2
YGR216C, -2
YGR218W, -5
YGR220C, 4
YGR221C, 2
YGR222W, 5
YGR223C, 5
YGR225W, 5
YGR227W, -4
YGR229C, 1
YGR230W, 2
YGR231C, 3
YGR232W, -1
YGR233C, 1
YGR234W, 1
YGR235C, -2
YGR236C, 2
YGR237C, 1
YGR239C, 3
YGR240C, -2
YGR241C, 4
YGR243W, 1
YGR244C, 4
YGR245C, 3
YGR246C, 0
YGR247W, -1
YGR248W, 4
YGR250C, -7
YGR251W, 2
YGR252W, -3
YGR253C, 0
YGR254W, 2
YGR255C, 4
YGR256W, 0
YGR257C, 1
YGR258C, 1
YGR260W, 0
YGR261C, 2
YGR262C, -3
YGR263C, -2
YGR264C, 4
YGR266W, -3
YGR267C, 1
YGR268C, -5
YGR271C-A, 4
YGR273C, -1
YGR274C, -2
YGR277C, -1
YGR278W, -3
YGR279C, 1
YGR280C, 3
YGR282C, 1
YGR283C, 4
YGR284C, 1
YGR285C, -2
YGR286C, 4
YGR287C, 0
YGR288W, 4
YGR289C, 4
YGR292W, -1
YGR294W, 1
YHL048W, -1
YHL047C, 1
YHL046C, 1
YHL044W, 2
YHL043W, -3
YHL042W, 3
YHL040C, 2
YHL039W, -2
YHL038C, 3
YHL037C, 0
YHL036W, -2
YHL034C, -4
YHL033C, 4
YHL032C, 4
YHL031C, 1
YHL029C, 5
YHL028W, 1
YHL027W, -1
YHL026C, 1
YHL025W, 8
YHL023C, 0
YHL021C, 4
YHL020C, -5
YHL019C, -2
YHL018W, 3
YHL017W, 0
YHL016C, 0
YHL015W, -3
YHL014C, 2
YHL013C, -3
YHL011C, 1
YHL009C, -1
YHL008C, -2
YHL007C, -4
YHL006C, -4
YHL004W, 6
YHL003C, 3
YHL002W, 3
YHL001W, 1
YHR001W, 3
YHR001W-A, 4
YHR002W, 1
YHR003C, 1
YHR005C, -3
YHR005C-A, 1
YHR006W, 1
YHR007C, -1
YHR007C-A, 8
YHR008C, 3
YHR009C, -1
YHR010W, 5
YHR011W, 5
YHR012W, -1
YHR013C, 1
YHR014W, 6
YHR016C, 4
YHR017W, -2
YHR018C, -1
YHR019C, -2
YHR020W, -1
YHR021C, 3
YHR022C, 1
YHR022C-A, 4
YHR024C, 3
YHR025W, 3
YHR026W, 0
YHR027C, -3
YHR028C, -5
YHR029C, 0
YHR030C, 0
YHR031C, 6
YHR033W, 0
YHR034C, 3
YHR035W, -2
YHR036W, -2
YHR037W, 4
YHR038W, 3
YHR039C, 1
YHR039C-A, 0
YHR040W, 3
YHR041C, 0
YHR042W, -2
YHR043C, -3
YHR044C, -4
YHR045W, 0
YHR046C, -2
YHR047C, -1
YHR048W, -3
YHR049W, 3
YHR050W, -5
YHR050W-A, 3
YHR051W, 5
YHR052W, 5
YHR057C, 1
YHR058C, -2
YHR059W, 4
YHR060W, -2
YHR061C, 1
YHR062C, -1
YHR063C, 3
YHR064C, 0
YHR065C, 3
YHR066W, 5
YHR067W, 5
YHR068W, -2
YHR069C, 1
YHR070W, 4
YHR072W, 0
YHR072W-A, 4
YHR074W, -1
YHR075C, 2
YHR076W, 3
YHR077C, 0
YHR078W, 0
YHR079C, 3
YHR080C, 6
YHR081W, -1
YHR082C, 0
YHR083W, 1
YHR084W, 1
YHR085W, 9
YHR086W, 2
YHR087W, 0
YHR088W, 1
YHR089C, 5
YHR090C, -4
YHR091C, 3
YHR092C, -5
YHR094C, -1
YHR097C, 1
YHR098C, -2
YHR100C, 2
YHR101C, 0
YHR102W, -1
YHR103W, 1
YHR104W, 1
YHR105W, -4
YHR106W, 4
YHR107C, 0
YHR108W, 4
YHR109W, 2
YHR110W, 2
YHR111W, -4
YHR112C, -2
YHR113W, 4
YHR116W, 2
YHR117W, 2
YHR118C, -1
YHR119W, 3
YHR121W, 0
YHR122W, -4
YHR123W, 1
YHR126C, 2
YHR127W, 6
YHR128W, 0
YHR129C, -3
YHR130C, -1
YHR131C, 2
YHR132C, 1
YHR132W-A, -1
YHR133C, 5
YHR134W, 2
YHR135C, 0
YHR136C, 1
YHR137W, 1
YHR138C, 1
YHR139C, 1
YHR140W, 1
YHR141C, 8
YHR142W, 0
YHR143W, 0
YHR143W-A, -1
YHR144C, -1
YHR146W, -1
YHR147C, 3
YHR148W, 5
YHR149C, 2
YHR150W, 2
YHR151C, 1
YHR152W, 1
YHR153C, -3
YHR154W, -2
YHR156C, 4
YHR157W, -3
YHR159W, -5
YHR160C, 1
YHR161C, 5
YHR162W, 2
YHR163W, 0
YHR166C, 1
YHR167W, -4
YHR168W, 2
YHR169W, 1
YHR170W, 0
YHR171W, 0
YHR172W, -2
YHR174W, 2
YHR175W, 1
YHR175W-A, 1
YHR176W, 2
YHR178W, 1
YHR179W, 1
YHR181W, -1
YHR182W, -3
YHR183W, -1
YHR187W, 2
YHR188C, -1
YHR189W, 1
YHR190W, 3
YHR191C, 0
YHR192W, 2
YHR193C, 1
YHR194W, 4
YHR195W, 2
YHR196W, 0
YHR197W, -1
YHR198C, 4
YHR199C, 4
YHR200W, -3
YHR201C, 3
YHR202W, 3
YHR203C, 8
YHR204W, 1
YHR205W, 1
YHR208W, 5
YHR209W, 3
YHR210C, 0
YHR216W, 2
YIL169C, 2
YIL165C, 1
YIL162W, 1
YIL161W, 3
YIL160C, 2
YIL159W, 5
YIL158W, 0
YIL157C, 4
YIL156W-B, 1
YIL156W, -1
YIL155C, 3
YIL154C, 2
YIL153W, 2
YIL152W, 5
YIL150C, -4
YIL148W, 0
YIL147C, 3
YIL146C, 1
YIL145C, 0
YIL144W, 3
YIL142W, -2
YIL140W, 1
YIL139C, 3
YIL138C, -1
YIL137C, -1
YIL136W, 1
YIL135C, 0
YIL134C-A, -3
YIL134W, 0
YIL133C, 1
YIL132C, -2
YIL131C, 2
YIL127C, 1
YIL126W, -2
YIL125W, 4
YIL124W, 1
YIL123W, 1
YIL122W, 2
YIL121W, -5
YIL119C, -2
YIL118W, 2
YIL117C, 3
YIL116W, 3
YIL115C, -3
YIL114C, 0
YIL113W, 3
YIL112W, 3
YIL111W, 4
YIL110W, -5
YIL109C, 5
YIL108W, -2
YIL107C, -3
YIL106W, 3
YIL105C, 0
YIL104C, -1
YIL103W, 6
YIL102C-A, 1
YIL101C, 0
YIL098C, 5
YIL097W, -1
YIL096C, 7
YIL095W, 0
YIL094C, 3
YIL093C, 3
YIL092W, 0
YIL091C, 3
YIL090W, 2
YIL089W, -1
YIL088C, 0
YIL087C, 0
YIL085C, 6
YIL084C, 5
YIL083C, 1
YIL079C, -3
YIL078W, 0
YIL077C, -3
YIL076W, 0
YIL075C, -1
YIL074C, -1
YIL071C, 3
YIL070C, 4
YIL069C, 3
YIL068C, -3
YIL067C, -3
YIL066C, 2
YIL065C, -1
YIL064W, 4
YIL063C, -1
YIL062C, -3
YIL061C, 2
YIL057C, 6
YIL056W, 2
YIL055C, 1
YIL054W, 3
YIL053W, 0
YIL052C, 6
YIL051C, 4
YIL050W, 1
YIL049W, -1
YIL048W, 3
YIL046W-A, 3
YIL046W, -1
YIL045W, -2
YIL044C, 2
YIL043C, 0
YIL042C, 7
YIL041W, 1
YIL040W, -1
YIL039W, 3
YIL036W, 0
YIL035C, 4
YIL034C, -1
YIL033C, -2
YIL031W, 4
YIL030C, -1
YIL029C, 2
YIL027C, 2
YIL026C, 2
YIL024C, -1
YIL023C, 3
YIL022W, 5
YIL021W, -2
YIL020C, 1
YIL019W, -3
YIL018W, 5
YIL017C, 0
YIL016W, 4
YIL014C-A, -3
YIL014W, 6
YIL012W, 3
YIL011W, 1
YIL010W, 2
YIL009C-A, 1
YIL009W, 0
YIL008W, 1
YIL007C, -3
YIL006W, -2
YIL005W, 3
YIL004C, 2
YIL003W, -1
YIL002W-A, -3
YIL002C, 4
YIL001W, -1
YIR001C, -1
YIR003W, 2
YIR004W, -3
YIR005W, 1
YIR007W, -1
YIR008C, 0
YIR009W, 4
YIR010W, 1
YIR011C, 1
YIR012W, -7
YIR013C, 3
YIR014W, 1
YIR016W, -1
YIR017C, 3
YIR018W, 0
YIR018C-A, 6
YIR020C, 3
YIR021W, 3
YIR022W, 1
YIR023W, 1
YIR024C, 3
YIR025W, 1
YIR026C, -2
YIR029W, 0
YIR030C, 1
YIR031C, -2
YIR032C, -3
YIR033W, -2
YIR034C, 2
YIR035C, 2
YIR036C, 3
YIR037W, 0
YIR038C, 4
YIR039C, 0
YIR041W, 1
YIR042C, -3
YJL218W, -5
YJL217W, 1
YJL213W, 2
YJL212C, -3
YJL210W, -1
YJL209W, 4
YJL208C, 1
YJL205C, 0
YJL203W, -2
YJL201W, -1
YJL200C, 5
YJL199C, 1
YJL198W, 3
YJL197W, -4
YJL196C, 2
YJL194W, 2
YJL193W, 3
YJL192C, 0
YJL191W, 0
YJL190C, 0
YJL189W, 7
YJL187C, -9
YJL186W, 5
YJL185C, 1
YJL184W, 0
YJL183W, 5
YJL181W, -6
YJL180C, 4
YJL179W, 0
YJL178C, 1
YJL177W, 3
YJL176C, -3
YJL174W, 2
YJL173C, -2
YJL172W, 5
YJL171C, 1
YJL170C, 2
YJL168C, -2
YJL167W, 2
YJL166W, 3
YJL165C, 3
YJL164C, -3
YJL163C, -5
YJL162C, -1
YJL161W, 4
YJL160C, 3
YJL159W, 2
YJL158C, 1
YJL156C, 1
YJL155C, -1
YJL154C, 0
YJL153C, -1
YJL151C, 1
YJL149W, 4
YJL148W, -4
YJL147C, 2
YJL146W, -5
YJL145W, 1
YJL144W, 5
YJL143W, -1
YJL142C, 2
YJL141C, -1
YJL140W, 4
YJL139C, 1
YJL138C, -4
YJL137C, 2
YJL136C, 0
YJL134W, 3
YJL133C-A, 1
YJL133W, -1
YJL132W, 0
YJL131C, 2
YJL128C, 1
YJL127C-B, 2
YJL127C, 0
YJL126W, 2
YJL125C, -1
YJL124C, 2
YJL123C, -5
YJL122W, 6
YJL121C, 0
YJL118W, 1
YJL117W, 5
YJL116C, 1
YJL115W, 1
YJL112W, 1
YJL111W, -1
YJL110C, 3
YJL108C, 0
YJL106W, 1
YJL104W, 3
YJL103C, 4
YJL102W, 6
YJL101C, -1
YJL100W, 2
YJL098W, 1
YJL097W, 2
YJL096W, 3
YJL094C, 1
YJL092W, 1
YJL091C, 1
YJL090C, 0
YJL088W, 2
YJL087C, 0
YJL085W, -6
YJL084C, -3
YJL083W, 4
YJL082W, 0
YJL081C, -3
YJL080C, -5
YJL079C, 2
YJL078C, 0
YJL077W-B, 6
YJL077W-A, 1
YJL076W, 1
YJL073W, 0
YJL072C, -1
YJL071W, 3
YJL070C, -1
YJL069C, -4
YJL068C, 4
YJL066C, -3
YJL065C, 0
YJL063C, 4
YJL062W-A, 2
YJL062W, 1
YJL061W, 1
YJL060W, 5
YJL059W, 1
YJL058C, 0
YJL057C, -3
YJL056C, -1
YJL055W, 2
YJL054W, 3
YJL053W, -4
YJL052W, 4
YJL051W, 4
YJL050W, -7
YJL049W, 1
YJL048C, -1
YJL047C-A, 3
YJL047C, 0
YJL046W, 2
YJL045W, 4
YJL044C, -1
YJL043W, -1
YJL042W, 1
YJL041W, 1
YJL038C, 1
YJL036W, 3
YJL035C, 6
YJL034W, 2
YJL033W, 5
YJL031C, 7
YJL030W, 0
YJL029C, -5
YJL027C, 5
YJL026W, -1
YJL025W, 1
YJL024C, 5
YJL023C, 5
YJL019W, -1
YJL016W, 3
YJL014W, 1
YJL012C, 3
YJL011C, -1
YJL010C, 6
YJL008C, 2
YJL006C, 2
YJL004C, 3
YJL003W, 4
YJL002C, 1
YJL001W, 1
YJR001W, 1
YJR002W, 1
YJR003C, 4
YJR004C, 1
YJR005W, 0
YJR005C-A, 5
YJR006W, -3
YJR007W, -1
YJR008W, 2
YJR009C, 4
YJR010W, 2
YJR010C-A, -1
YJR011C, -1
YJR013W, -1
YJR014W, -2
YJR015W, -6
YJR016C, 3
YJR017C, 1
YJR019C, 0
YJR021C, -3
YJR024C, -1
YJR025C, -1
YJR031C, 0
YJR032W, 0
YJR034W, 3
YJR040W, -4
YJR041C, -4
YJR042W, -5
YJR043C, 0
YJR044C, 1
YJR045C, 3
YJR046W, 2
YJR047C, -4
YJR048W, 4
YJR049C, -3
YJR050W, 1
YJR051W, 3
YJR052W, 4
YJR054W, 1
YJR055W, 3
YJR056C, -1
YJR057W, 2
YJR058C, 3
YJR059W, 1
YJR060W, -2
YJR062C, 3
YJR063W, -3
YJR064W, -1
YJR065C, 0
YJR067C, -5
YJR068W, 3
YJR069C, 0
YJR070C, -3
YJR072C, 1
YJR073C, -1
YJR074W, 2
YJR075W, 5
YJR076C, 6
YJR077C, 0
YJR080C, 3
YJR082C, 0
YJR083C, 0
YJR084W, -4
YJR085C, 0
YJR086W, 0
YJR088C, 2
YJR091C, -1
YJR093C, -6
YJR094C, 0
YJR094W-A, 6
YJR095W, 4
YJR096W, 3
YJR097W, 0
YJR098C, -1
YJR099W, -2
YJR100C, 4
YJR101W, 5
YJR102C, 1
YJR103W, 2
YJR104C, 1
YJR105W, -2
YJR106W, 2
YJR107W, 1
YJR109C, -3
YJR110W, 4
YJR111C, 3
YJR112W, 5
YJR112W-A, 3
YJR113C, 5
YJR115W, 3
YJR116W, 0
YJR117W, 1
YJR118C, 1
YJR119C, -4
YJR121W, 4
YJR122W, 5
YJR123W, -8
YJR124C, 2
YJR125C, 0
YJR129C, 1
YJR130C, 2
YJR131W, 1
YJR132W, -2
YJR133W, 1
YJR134C, 5
YJR135C, -3
YJR135W-A, -2
YJR136C, -3
YJR139C, 1
YJR141W, -1
YJR142W, -1
YJR143C, 4
YJR144W, 5
YJR145C, 8
YJR147W, 0
YJR148W, 2
YJR149W, 0
YJR150C, 1
YJR152W, -2
YJR153W, 0
YJR155W, 2
YKL222C, 6
YKL218C, -1
YKL217W, -1
YKL216W, 0
YKL215C, 1
YKL214C, -1
YKL213C, 0
YKL212W, -1
YKL211C, 2
YKL210W, -3
YKL208W, 3
YKL207W, -1
YKL206C, -1
YKL205W, -1
YKL204W, -4
YKL198C, 3
YKL197C, 3
YKL196C, 1
YKL195W, 4
YKL194C, 5
YKL193C, -1
YKL192C, 4
YKL191W, -2
YKL190W, -2
YKL189W, 3
YKL186C, -1
YKL185W, 2
YKL184W, -1
YKL183W, 5
YKL181W, 3
YKL180W, 3
YKL179C, -1
YKL178C, 1
YKL176C, 1
YKL175W, 1
YKL174C, -2
YKL173W, -7
YKL172W, 3
YKL170W, 0
YKL168C, 4
YKL167C, 4
YKL166C, 1
YKL165C, 3
YKL164C, 2
YKL163W, 2
YKL162C, 5
YKL161C, -1
YKL160W, 8
YKL159C, -3
YKL157W, 3
YKL156W, 3
YKL155C, 4
YKL154W, 0
YKL152C, 2
YKL151C, 3
YKL150W, 4
YKL149C, 3
YKL148C, 5
YKL146W, 3
YKL145W, -2
YKL144C, 2
YKL143W, 7
YKL142W, -2
YKL141W, 3
YKL140W, 0
YKL139W, 4
YKL138C-A, 2
YKL138C, 2
YKL137W, 2
YKL135C, 4
YKL134C, 3
YKL133C, 3
YKL132C, 1
YKL130C, -1
YKL129C, 7
YKL128C, 0
YKL127W, 0
YKL126W, 4
YKL125W, -1
YKL124W, -3
YKL122C, 0
YKL121W, -1
YKL120W, 1
YKL119C, 2
YKL117W, 0
YKL116C, 0
YKL114C, 4
YKL113C, 3
YKL112W, 1
YKL110C, 3
YKL109W, 4
YKL108W, -1
YKL107W, 0
YKL106C-A, 1
YKL106W, 3
YKL105C, -2
YKL104C, 0
YKL103C, -1
YKL102C, -1
YKL100C, 0
YKL099C, 5
YKL098W, 1
YKL097C, -1
YKL096W-A, 0
YKL096W, 2
YKL094W, -1
YKL093W, -2
YKL092C, 0
YKL091C, -1
YKL090W, -3
YKL089W, 2
YKL088W, -1
YKL087C, -1
YKL086W, 1
YKL085W, 4
YKL084W, 0
YKL082C, -1
YKL081W, 1
YKL080W, -1
YKL079W, 1
YKL078W, 5
YKL077W, 2
YKL074C, 0
YKL073W, 2
YKL072W, 1
YKL071W, 2
YKL070W, 4
YKL069W, 2
YKL068W-A, 2
YKL068W, 1
YKL067W, 1
YKL065W-A, 6
YKL065C, -1
YKL063C, 5
YKL062W, 2
YKL061W, -2
YKL060C, 1
YKL059C, 4
YKL058W, 1
YKL057C, -1
YKL056C, -4
YKL055C, 3
YKL054C, 6
YKL053C-A, 0
YKL052C, -4
YKL051W, 1
YKL049C, 1
YKL048C, 0
YKL047W, -1
YKL046C, 2
YKL045W, 4
YKL044W, 3
YKL043W, 2
YKL042W, 2
YKL041W, 2
YKL040C, 4
YKL039W, 2
YKL038W, -1
YKL035W, 4
YKL034W, -2
YKL033W-A, 0
YKL029C, 4
YKL028W, 1
YKL027W, 0
YKL026C, -3
YKL025C, 0
YKL024C, -1
YKL023C-A, 6
YKL023W, -2
YKL020C, 1
YKL019W, -6
YKL018C-A, 0
YKL018W, 5
YKL017C, 1
YKL016C, 2
YKL015W, 2
YKL013C, 1
YKL012W, 1
YKL011C, 1
YKL010C, -3
YKL009W, 6
YKL008C, 5
YKL007W, -1
YKL006C-A, 0
YKL006W, 1
YKL005C, 3
YKL004W, 2
YKL003C, 0
YKL002W, 2
YKL001C, 2
YKR001C, -1
YKR002W, 1
YKR003W, 4
YKR004C, -1
YKR006C, 4
YKR007W, -1
YKR008W, 3
YKR010C, 1
YKR011C, 0
YKR013W, 2
YKR014C, 1
YKR015C, -2
YKR016W, 5
YKR017C, -5
YKR018C, -3
YKR019C, 3
YKR020W, 4
YKR021W, -4
YKR022C, 3
YKR023W, 2
YKR024C, -5
YKR025W, -6
YKR026C, -5
YKR027W, 6
YKR028W, 0
YKR029C, -2
YKR030W, 1
YKR035W-A, 1
YKR036C, -1
YKR037C, -3
YKR038C, 1
YKR039W, 1
YKR041W, -6
YKR042W, 1
YKR043C, 3
YKR044W, 1
YKR045C, 6
YKR046C, -1
YKR048C, 1
YKR049C, 2
YKR050W, 4
YKR051W, 0
YKR052C, -4
YKR053C, -2
YKR055W, 2
YKR057W, 0
YKR058W, 1
YKR059W, -4
YKR060W, 0
YKR061W, 3
YKR062W, 4
YKR063C, -1
YKR064W, 5
YKR065C, 2
YKR066C, 5
YKR067W, 2
YKR068C, 1
YKR069W, 0
YKR070W, 3
YKR071C, 1
YKR072C, -1
YKR074W, 0
YKR075C, -3
YKR076W, 3
YKR077W, 2
YKR078W, -1
YKR079C, 2
YKR080W, 1
YKR081C, 7
YKR082W, 4
YKR083C, 0
YKR084C, -6
YKR085C, 4
YKR086W, 2
YKR087C, 4
YKR088C, -5
YKR089C, 1
YKR090W, 4
YKR091W, 1
YKR092C, 2
YKR093W, -3
YKR094C, 0
YKR095W-A, 1
YKR096W, -1
YKR097W, 0
YKR098C, -1
YKR099W, 5
YKR100C, 0
YKR101W, 0
YKR104W, -2
YLL063C, 4
YLL062C, 3
YLL061W, -1
YLL060C, 3
YLL058W, -3
YLL056C, 0
YLL055W, -2
YLL054C, 5
YLL053C, 0
YLL051C, 3
YLL050C, -1
YLL045C, 4
YLL043W, 1
YLL042C, -1
YLL041C, 5
YLL039C, 0
YLL038C, 1
YLL036C, 5
YLL035W, -2
YLL034C, 4
YLL033W, 2
YLL031C, 0
YLL029W, 3
YLL028W, 0
YLL027W, 4
YLL026W, 0
YLL025W, 1
YLL024C, 1
YLL023C, 2
YLL022C, 3
YLL018C-A, 1
YLL018C, -4
YLL015W, -2
YLL014W, -3
YLL013C, -5
YLL012W, 3
YLL011W, 3
YLL010C, -1
YLL009C, -3
YLL008W, 0
YLL007C, 1
YLL006W, -7
YLL004W, 0
YLL003W, 2
YLL002W, -3
YLL001W, -3
YLR001C, 1
YLR002C, 8
YLR003C, -7
YLR004C, 1
YLR005W, -4
YLR006C, -1
YLR007W, -2
YLR008C, -1
YLR009W, 3
YLR010C, 0
YLR011W, 3
YLR012C, 0
YLR015W, 0
YLR016C, 7
YLR017W, 6
YLR018C, -2
YLR019W, 2
YLR020C, 0
YLR021W, 1
YLR022C, 2
YLR023C, 0
YLR025W, 1
YLR026C, 3
YLR027C, -2
YLR028C, 1
YLR029C, 2
YLR031W, 2
YLR032W, -2
YLR033W, -1
YLR034C, 3
YLR035C, 1
YLR036C, -3
YLR037C, 1
YLR038C, -1
YLR040C, 1
YLR042C, 1
YLR043C, -1
YLR044C, 1
YLR045C, -5
YLR046C, 3
YLR048W, -3
YLR049C, 3
YLR050C, 3
YLR051C, -4
YLR052W, 1
YLR053C, 1
YLR055C, -10
YLR056W, -3
YLR057W, 4
YLR058C, 2
YLR059C, 4
YLR060W, 1
YLR061W, 3
YLR064W, 4
YLR065C, 4
YLR066W, 1
YLR067C, 5
YLR068W, 6
YLR069C, 4
YLR071C, -2
YLR072W, -4
YLR073C, 2
