Gene name, Transcript overall mass
YER135C, 1551
YER136W, 1524
YER137C, 1436
YER139C, 1400
YER140W, 1422
YER141W, 1541
YER142C, 1616
YER143W, 1372
YER144C, 1328
YER145C, 1444
YER146W, 1419
YER147C, 1385
YER148W, 1574
YER149C, 1610
YER150W, 1381
YER151C, 1475
YER152C, 1583
YER154W, 1461
YER156C, 1454
YER157W, 1496
YER158C, 1415
YER159C, 1381
YER161C, 1488
YER162C, 1593
YER163C, 1428
YER165W, 1401
YER167W, 1496
YER168C, 1457
YER169W, 1380
YER170W, 1434
YER171W, 1532
YER173W, 1467
YER174C, 1456
YER175C, 1372
YER175W-A, 1561
YER176W, 1468
YER177W, 1466
YER178W, 1414
YER179W, 1333
YER180C, 1565
YER180C-A, 1272
YER181C, 1468
YER182W, 1525
YER183C, 1536
YER184C, 1380
YER185W, 1399
YER186C, 1579
YER187W, 1348
YER188W, 1519
YFL062W, 1528
YFL055W, 1452
YFL054C, 1356
YFL052W, 1449
YFL049W, 1356
YFL048C, 1464
YFL047W, 1606
YFL046W, 1432
YFL045C, 1495
YFL044C, 1310
YFL042C, 1457
YFL041W-A, 1501
YFL041W, 1570
YFL039C, 1341
YFL038C, 1601
YFL037W, 1463
YFL034C-B, 1530
YFL034C-A, 1438
YFL034W, 1388
YFL031W, 1496
YFL030W, 1396
YFL029C, 1454
YFL028C, 1472
YFL027C, 1522
YFL026W, 1284
YFL024C, 1365
YFL023W, 1315
YFL022C, 1530
YFL021W, 1582
YFL020C, 1268
YFL018C, 1536
YFL017W-A, 1505
YFL017C, 1533
YFL016C, 1418
YFL014W, 1333
YFL013C, 1509
YFL012W, 1463
YFL010C, 1365
YFL009W, 1387
YFL008W, 1367
YFL005W, 1274
YFL004W, 1399
YFL002C, 1458
YFL001W, 1499
YFR001W, 1463
YFR002W, 1490
YFR003C, 1321
YFR004W, 1587
YFR005C, 1579
YFR006W, 1429
YFR007W, 1422
YFR008W, 1444
YFR009W, 1326
YFR010W, 1509
YFR011C, 1187
YFR012W-A, 1573
YFR013W, 1384
YFR014C, 1433
YFR015C, 1536
YFR016C, 1457
YFR017C, 1431
YFR018C, 1499
YFR020W, 1638
YFR021W, 1390
YFR022W, 1336
YFR024C-A, 1390
YFR025C, 1473
YFR026C, 1315
YFR027W, 1439
YFR028C, 1546
YFR029W, 1629
YFR030W, 1388
YFR031C-A, 1493
YFR032C, 1418
YFR032C-A, 1417
YFR033C, 1506
YFR034C, 1324
YFR036W, 1478
YFR037C, 1443
YFR038W, 1363
YFR039C, 1387
YFR040W, 1519
YFR041C, 1456
YFR042W, 1453
YFR043C, 1525
YFR044C, 1443
YFR045W, 1490
YFR046C, 1325
YFR047C, 1490
YFR048W, 1358
YFR049W, 1379
YFR050C, 1522
YFR051C, 1340
YFR052W, 1368
YFR053C, 1384
YFR054C, 1351
YFR055W, 1475
YGL263W, 1361
YGL258W, 1505
YGL257C, 1624
YGL256W, 1377
YGL255W, 1556
YGL254W, 1457
YGL253W, 1384
YGL252C, 1365
YGL250W, 1468
YGL248W, 1371
YGL247W, 1544
YGL246C, 1372
YGL245W, 1311
YGL244W, 1413
YGL243W, 1373
YGL242C, 1345
YGL241W, 1395
YGL240W, 1393
YGL238W, 1432
YGL237C, 1430
YGL236C, 1360
YGL234W, 1293
YGL233W, 1424
YGL232W, 1483
YGL231C, 1576
YGL230C, 1296
YGL229C, 1446
YGL228W, 1409
YGL227W, 1568
YGL226C-A, 1667
YGL226W, 1410
YGL225W, 1346
YGL224C, 1379
YGL223C, 1500
YGL222C, 1462
YGL221C, 1440
YGL220W, 1482
YGL219C, 1483
YGL216W, 1440
YGL215W, 1543
YGL213C, 1331
YGL212W, 1303
YGL211W, 1344
YGL210W, 1550
YGL209W, 1483
YGL208W, 1337
YGL207W, 1550
YGL205W, 1470
YGL204C, 1486
YGL203C, 1665
YGL202W, 1496
YGL201C, 1315
YGL200C, 1364
YGL198W, 1480
YGL196W, 1409
YGL194C-A, 1442
YGL194C, 1414
YGL193C, 1426
YGL192W, 1521
YGL191W, 1539
YGL190C, 1527
YGL189C, 1437
YGL188C-A, 1504
YGL187C, 1576
YGL186C, 1560
YGL185C, 1286
YGL184C, 1449
YGL181W, 1514
YGL180W, 1438
YGL179C, 1445
YGL176C, 1496
YGL175C, 1461
YGL174W, 1534
YGL172W, 1331
YGL171W, 1457
YGL169W, 1518
YGL167C, 1387
YGL166W, 1375
YGL164C, 1341
YGL163C, 1543
YGL162W, 1458
YGL161C, 1403
YGL160W, 1437
YGL159W, 1429
YGL158W, 1358
YGL157W, 1337
YGL156W, 1476
YGL155W, 1342
YGL154C, 1400
YGL153W, 1414
YGL151W, 1475
YGL150C, 1411
YGL148W, 1465
YGL147C, 1589
YGL146C, 1384
YGL145W, 1410
YGL144C, 1444
YGL143C, 1605
YGL142C, 1524
YGL141W, 1558
YGL140C, 1455
YGL139W, 1508
YGL137W, 1503
YGL136C, 1556
YGL135W, 1444
YGL134W, 1473
YGL130W, 1382
YGL129C, 1477
YGL128C, 1432
YGL127C, 1229
YGL125W, 1591
YGL124C, 1477
YGL123W, 1452
YGL122C, 1549
YGL121C, 1525
YGL120C, 1500
YGL119W, 1497
YGL117W, 1425
YGL116W, 1370
YGL115W, 1469
YGL114W, 1410
YGL113W, 1471
YGL112C, 1551
YGL111W, 1358
YGL110C, 1572
YGL108C, 1331
YGL107C, 1525
YGL106W, 1432
YGL105W, 1448
YGL104C, 1383
YGL103W, 1567
YGL101W, 1482
YGL100W, 1440
YGL099W, 1518
YGL098W, 1390
YGL097W, 1370
YGL096W, 1383
YGL095C, 1526
YGL094C, 1627
YGL093W, 1412
YGL092W, 1410
YGL091C, 1476
YGL090W, 1450
YGL089C, 1526
YGL087C, 1539
YGL085W, 1417
YGL084C, 1365
YGL083W, 1467
YGL082W, 1474
YGL081W, 1448
YGL080W, 1393
YGL079W, 1388
YGL078C, 1527
YGL077C, 1300
YGL076C, 1368
YGL075C, 1380
YGL073W, 1287
YGL071W, 1438
YGL070C, 1572
YGL068W, 1440
YGL067W, 1404
YGL066W, 1355
YGL065C, 1530
YGL064C, 1444
YGL063W, 1405
YGL062W, 1487
YGL061C, 1419
YGL060W, 1435
YGL059W, 1597
YGL058W, 1553
YGL057C, 1498
YGL056C, 1462
YGL055W, 1341
YGL054C, 1398
YGL053W, 1399
YGL050W, 1444
YGL049C, 1411
YGL048C, 1272
YGL047W, 1428
YGL045W, 1555
YGL044C, 1311
YGL043W, 1463
YGL041C-B, 1476
YGL041W-A, 1591
YGL040C, 1483
YGL039W, 1420
YGL038C, 1435
YGL037C, 1470
YGL034C, 1355
YGL032C, 1523
YGL031C, 1362
YGL030W, 1382
YGL029W, 1372
YGL028C, 1373
YGL027C, 1492
YGL026C, 1503
YGL023C, 1350
YGL022W, 1332
YGL020C, 1442
YGL019W, 1569
YGL018C, 1633
YGL017W, 1487
YGL016W, 1377
YGL015C, 1501
YGL014W, 1429
YGL013C, 1388
YGL012W, 1441
YGL011C, 1043
YGL010W, 1397
YGL009C, 1415
YGL008C, 1255
YGL007C-A, 1492
YGL007W, 1541
YGL006W, 1442
YGL005C, 1387
YGL004C, 1421
YGL003C, 1461
YGL002W, 1519
YGL001C, 1354
YGR001C, 1429
YGR002C, 1406
YGR003W, 1453
YGR004W, 1468
YGR005C, 1127
YGR006W, 1354
YGR007W, 1496
YGR008C, 1630
YGR009C, 1515
YGR012W, 1350
YGR013W, 1483
YGR014W, 1436
YGR015C, 1416
YGR016W, 1655
YGR017W, 1507
YGR018C, 1379
YGR019W, 1570
YGR020C, 1423
YGR021W, 1542
YGR023W, 1401
YGR026W, 1494
YGR027C, 1377
YGR028W, 1518
YGR029W, 1442
YGR030C, 1481
YGR031W, 1296
YGR033C, 1425
YGR034W, 1359
YGR035C, 1411
YGR035W-A, 1567
YGR036C, 1282
YGR037C, 1488
YGR038W, 1436
YGR039W, 1419
YGR040W, 1430
YGR041W, 1443
YGR042W, 1530
YGR043C, 1469
YGR044C, 1349
YGR045C, 1455
YGR046W, 1500
YGR047C, 1410
YGR048W, 1259
YGR049W, 1321
YGR050C, 1437
YGR053C, 1385
YGR054W, 1482
YGR055W, 1447
YGR056W, 1487
YGR057C, 1371
YGR058W, 1362
YGR060W, 1333
YGR061C, 1384
YGR062C, 1479
YGR063C, 1366
YGR065C, 1551
YGR066C, 1476
YGR067C, 1378
YGR068C, 1281
YGR071C, 1380
YGR072W, 1328
YGR074W, 1568
YGR075C, 1446
YGR076C, 1557
YGR077C, 1561
YGR078C, 1478
YGR080W, 1329
YGR081C, 1482
YGR082W, 1394
YGR084C, 1312
YGR085C, 1457
YGR086C, 1599
YGR088W, 1516
YGR089W, 1560
YGR090W, 1386
YGR091W, 1543
YGR092W, 1442
YGR093W, 1389
YGR094W, 1514
YGR095C, 1354
YGR096W, 1518
YGR097W, 1483
YGR099W, 1425
YGR100W, 1508
YGR101W, 1259
YGR102C, 1673
YGR103W, 1524
YGR104C, 1401
YGR105W, 1363
YGR106C, 1480
YGR108W, 1470
YGR109C, 1425
YGR110W, 1488
YGR111W, 1360
YGR112W, 1433
YGR113W, 1359
YGR116W, 1384
YGR117C, 1471
YGR118W, 1323
YGR119C, 1343
YGR120C, 1518
YGR121C, 1372
YGR121W-A, 1661
YGR122W, 1487
YGR123C, 1327
YGR124W, 1432
YGR125W, 1581
YGR126W, 1325
YGR127W, 1422
YGR128C, 1425
YGR129W, 1608
YGR130C, 1573
YGR131W, 1381
YGR132C, 1369
YGR134W, 1405
YGR135W, 1508
YGR138C, 1421
YGR141W, 1563
YGR142W, 1470
YGR145W, 1343
YGR146C, 1430
YGR146C-A, 1406
YGR147C, 1366
YGR148C, 1348
YGR149W, 1534
YGR150C, 1463
YGR153W, 1328
YGR154C, 1379
YGR155W, 1459
YGR156W, 1561
YGR157W, 1396
YGR158C, 1536
YGR159C, 1384
YGR161C, 1386
YGR161W-C, 1435
YGR163W, 1362
YGR165W, 1310
YGR166W, 1504
YGR167W, 1499
YGR168C, 1418
YGR169C, 1462
YGR169C-A, 1390
YGR170W, 1521
YGR171C, 1584
YGR172C, 1441
YGR173W, 1409
YGR174C, 1397
YGR174W-A, 1542
YGR175C, 1322
YGR177C, 1511
YGR178C, 1504
YGR179C, 1473
YGR180C, 1544
YGR181W, 1175
YGR183C, 1536
YGR185C, 1300
YGR186W, 1450
YGR187C, 1489
YGR188C, 1341
YGR189C, 1410
YGR191W, 1640
YGR192C, 1398
YGR193C, 1328
YGR195W, 1460
YGR196C, 1429
YGR197C, 1389
YGR198W, 1404
YGR199W, 1279
YGR200C, 1431
YGR201C, 1406
YGR202C, 1285
YGR203W, 1499
YGR204W, 1271
YGR204C-A, 1558
YGR205W, 1481
YGR206W, 1566
YGR207C, 1465
YGR208W, 1428
YGR209C, 1435
YGR210C, 1346
YGR211W, 1530
YGR212W, 1447
YGR213C, 1571
YGR214W, 1371
YGR215W, 1447
YGR216C, 1625
YGR218W, 1432
YGR220C, 1423
YGR221C, 1640
YGR222W, 1354
YGR223C, 1520
YGR225W, 1581
YGR227W, 1357
YGR229C, 1658
YGR230W, 1294
YGR231C, 1563
YGR232W, 1473
YGR233C, 1549
YGR234W, 1468
YGR235C, 1592
YGR236C, 1392
YGR237C, 1429
YGR239C, 1379
YGR240C, 1367
YGR241C, 1405
YGR243W, 1427
YGR244C, 1463
YGR245C, 1424
YGR246C, 1397
YGR247W, 1471
YGR248W, 1572
YGR250C, 1412
YGR251W, 1511
YGR252W, 1545
YGR253C, 1553
YGR254W, 1389
YGR255C, 1594
YGR256W, 1268
YGR257C, 1404
YGR258C, 1398
YGR260W, 1478
YGR261C, 1378
YGR262C, 1463
YGR263C, 1271
YGR264C, 1481
YGR266W, 1615
YGR267C, 1532
YGR268C, 1466
YGR271C-A, 1495
YGR273C, 1529
YGR274C, 1356
YGR277C, 1467
YGR278W, 1402
YGR279C, 1341
YGR280C, 1411
YGR282C, 1348
YGR283C, 1436
YGR284C, 1377
YGR285C, 1403
YGR286C, 1518
YGR287C, 1381
YGR288W, 1431
YGR289C, 1439
YGR292W, 1435
YGR294W, 1268
YHL048W, 1515
YHL047C, 1455
YHL046C, 1268
YHL044W, 1387
YHL043W, 1501
YHL042W, 1473
YHL040C, 1463
YHL039W, 1459
YHL038C, 1534
YHL037C, 1509
YHL036W, 1385
YHL034C, 1344
YHL033C, 1245
YHL032C, 1534
YHL031C, 1431
YHL029C, 1424
YHL028W, 1347
YHL027W, 1479
YHL026C, 1294
YHL025W, 1499
YHL023C, 1416
YHL021C, 1471
YHL020C, 1442
YHL019C, 1434
YHL018W, 1434
YHL017W, 1626
YHL016C, 1379
YHL015W, 1548
YHL014C, 1285
YHL013C, 1376
YHL011C, 1363
YHL009C, 1391
YHL008C, 1470
YHL007C, 1328
YHL006C, 1599
YHL004W, 1640
YHL003C, 1403
YHL002W, 1356
YHL001W, 1331
YHR001W, 1407
YHR001W-A, 1404
YHR002W, 1403
YHR003C, 1441
YHR005C, 1276
YHR005C-A, 1276
YHR006W, 1397
YHR007C, 1272
YHR007C-A, 1675
YHR008C, 1317
YHR009C, 1514
YHR010W, 1342
YHR011W, 1528
YHR012W, 1375
YHR013C, 1477
YHR014W, 1595
YHR016C, 1390
YHR017W, 1357
YHR018C, 1358
YHR019C, 1378
YHR020W, 1374
YHR021C, 1444
YHR022C, 1362
YHR022C-A, 1519
YHR024C, 1515
YHR025W, 1438
YHR026W, 1478
YHR027C, 1487
YHR028C, 1456
YHR029C, 1487
YHR030C, 1554
YHR031C, 1441
YHR033W, 1459
YHR034C, 1510
YHR035W, 1480
YHR036W, 1519
YHR037W, 1463
YHR038W, 1470
YHR039C, 1479
YHR039C-A, 1354
YHR040W, 1272
YHR041C, 1415
YHR042W, 1436
YHR043C, 1478
YHR044C, 1425
YHR045W, 1542
YHR046C, 1446
YHR047C, 1438
YHR048W, 1373
YHR049W, 1481
YHR050W, 1590
YHR050W-A, 1406
YHR051W, 1482
YHR052W, 1388
YHR057C, 1562
YHR058C, 1524
YHR059W, 1491
YHR060W, 1492
YHR061C, 1529
YHR062C, 1490
YHR063C, 1442
YHR064C, 1287
YHR065C, 1553
YHR066W, 1618
YHR067W, 1589
YHR068W, 1467
YHR069C, 1470
YHR070W, 1500
YHR072W, 1455
YHR072W-A, 1413
YHR074W, 1382
YHR075C, 1496
YHR076W, 1490
YHR077C, 1522
YHR078W, 1413
YHR079C, 1593
YHR080C, 1632
YHR081W, 1543
YHR082C, 1540
YHR083W, 1359
YHR084W, 1485
YHR085W, 1569
YHR086W, 1547
YHR087W, 1503
YHR088W, 1368
YHR089C, 1373
YHR090C, 1424
YHR091C, 1506
YHR092C, 1452
YHR094C, 1381
YHR097C, 1310
YHR098C, 1340
YHR100C, 1398
YHR101C, 1513
YHR102W, 1398
YHR103W, 1359
YHR104W, 1327
YHR105W, 1442
YHR106W, 1507
YHR107C, 1169
YHR108W, 1487
YHR109W, 1587
YHR110W, 1469
YHR111W, 1504
YHR112C, 1335
YHR113W, 1548
YHR116W, 1509
YHR117W, 1473
YHR118C, 1440
YHR119W, 1534
YHR121W, 1390
YHR122W, 1487
YHR123W, 1473
YHR126C, 1392
YHR127W, 1485
YHR128W, 1493
YHR129C, 1484
YHR130C, 1480
YHR131C, 1368
YHR132C, 1517
YHR132W-A, 1388
YHR133C, 1454
YHR134W, 1327
YHR135C, 1301
YHR136C, 1464
YHR137W, 1287
YHR138C, 1476
YHR139C, 1482
YHR140W, 1464
YHR141C, 1515
YHR142W, 1341
YHR143W, 1540
YHR143W-A, 1458
YHR144C, 1334
YHR146W, 1548
YHR147C, 1557
YHR148W, 1612
YHR149C, 1577
YHR150W, 1377
YHR151C, 1689
YHR152W, 1373
YHR153C, 1608
YHR154W, 1461
YHR156C, 1525
YHR157W, 1487
YHR159W, 1552
YHR160C, 1474
YHR161C, 1437
YHR162W, 1467
YHR163W, 1374
YHR166C, 1494
YHR167W, 1569
YHR168W, 1490
YHR169W, 1375
YHR170W, 1530
YHR171W, 1418
YHR172W, 1513
YHR174W, 1389
YHR175W, 1490
YHR175W-A, 1475
YHR176W, 1467
YHR178W, 1309
YHR179W, 1486
YHR181W, 1389
YHR182W, 1509
YHR183W, 1273
YHR187W, 1334
YHR188C, 1451
YHR189W, 1426
YHR190W, 1399
YHR191C, 1427
YHR192W, 1430
YHR193C, 1325
YHR194W, 1533
YHR195W, 1465
YHR196W, 1305
YHR197W, 1405
YHR198C, 1473
YHR199C, 1466
YHR200W, 1381
YHR201C, 1483
YHR202W, 1418
YHR203C, 1500
YHR204W, 1442
YHR205W, 1472
YHR208W, 1489
YHR209W, 1521
YHR210C, 1378
YHR216W, 1431
YIL169C, 1518
YIL165C, 1520
YIL162W, 1458
YIL161W, 1329
YIL160C, 1521
YIL159W, 1505
YIL158W, 1184
YIL157C, 1437
YIL156W-B, 1376
YIL156W, 1412
YIL155C, 1430
YIL154C, 1452
YIL153W, 1505
YIL152W, 1538
YIL150C, 1451
YIL148W, 1444
YIL147C, 1469
YIL146C, 1559
YIL145C, 1510
YIL144W, 1399
YIL142W, 1403
YIL140W, 1439
YIL139C, 1695
YIL138C, 1511
YIL137C, 1411
YIL136W, 1270
YIL135C, 1492
YIL134C-A, 1347
YIL134W, 1561
YIL133C, 1323
YIL132C, 1547
YIL131C, 1478
YIL127C, 1397
YIL126W, 1475
YIL125W, 1506
YIL124W, 1467
YIL123W, 1390
YIL122W, 1577
YIL121W, 1314
YIL119C, 1590
YIL118W, 1269
YIL117C, 1381
YIL116W, 1552
YIL115C, 1414
YIL114C, 1548
YIL113W, 1459
YIL112W, 1469
YIL111W, 1412
YIL110W, 1418
YIL109C, 1589
YIL108W, 1417
YIL107C, 1466
YIL106W, 1499
YIL105C, 1362
YIL104C, 1487
YIL103W, 1358
YIL102C-A, 1547
YIL101C, 1451
YIL098C, 1643
YIL097W, 1459
YIL096C, 1367
YIL095W, 1471
YIL094C, 1417
YIL093C, 1409
YIL092W, 1537
YIL091C, 1446
YIL090W, 1425
YIL089W, 1514
YIL088C, 1263
YIL087C, 1313
YIL085C, 1532
YIL084C, 1425
YIL083C, 1440
YIL079C, 1387
YIL078W, 1288
YIL077C, 1490
YIL076W, 1677
YIL075C, 1267
YIL074C, 1393
YIL071C, 1362
YIL070C, 1472
YIL069C, 1456
YIL068C, 1401
YIL067C, 1399
YIL066C, 1573
YIL065C, 1544
YIL064W, 1477
YIL063C, 1286
YIL062C, 1598
YIL061C, 1538
YIL057C, 1410
YIL056W, 1490
YIL055C, 1442
YIL054W, 1402
YIL053W, 1407
YIL052C, 1613
YIL051C, 1486
YIL050W, 1387
YIL049W, 1657
YIL048W, 1448
YIL046W-A, 1472
YIL046W, 1706
YIL045W, 1396
YIL044C, 1339
YIL043C, 1365
YIL042C, 1604
YIL041W, 1340
YIL040W, 1461
YIL039W, 1508
YIL036W, 1492
YIL035C, 1543
YIL034C, 1362
YIL033C, 1355
YIL031W, 1516
YIL030C, 1415
YIL029C, 1542
YIL027C, 1466
YIL026C, 1525
YIL024C, 1456
YIL023C, 1444
YIL022W, 1471
YIL021W, 1452
YIL020C, 1456
YIL019W, 1535
YIL018W, 1493
YIL017C, 1447
YIL016W, 1536
YIL014C-A, 1478
YIL014W, 1523
YIL012W, 1523
YIL011W, 1344
YIL010W, 1468
YIL009C-A, 1447
YIL009W, 1351
YIL008W, 1371
YIL007C, 1470
YIL006W, 1398
YIL005W, 1511
YIL004C, 1339
YIL003W, 1352
YIL002W-A, 1430
YIL002C, 1557
YIL001W, 1520
YIR001C, 1414
YIR003W, 1392
YIR004W, 1539
YIR005W, 1539
YIR007W, 1318
YIR008C, 1314
YIR009W, 1534
YIR010W, 1328
YIR011C, 1495
YIR012W, 1532
YIR013C, 1381
YIR014W, 1506
YIR016W, 1272
YIR017C, 1458
YIR018W, 1405
YIR018C-A, 1475
YIR020C, 1596
YIR021W, 1424
YIR022W, 1583
YIR023W, 1361
YIR024C, 1501
YIR025W, 1471
YIR026C, 1315
YIR029W, 1466
YIR030C, 1464
YIR031C, 1383
YIR032C, 1370
YIR033W, 1506
YIR034C, 1390
YIR035C, 1282
YIR036C, 1268
YIR037W, 1478
YIR038C, 1515
YIR039C, 1396
YIR041W, 1268
YIR042C, 1414
YJL218W, 1336
YJL217W, 1444
YJL213W, 1437
YJL212C, 1480
YJL210W, 1369
YJL209W, 1630
YJL208C, 1370
YJL205C, 1445
YJL203W, 1513
YJL201W, 1518
YJL200C, 1508
YJL199C, 1405
YJL198W, 1592
YJL197W, 1336
YJL196C, 1550
YJL194W, 1393
YJL193W, 1496
YJL192C, 1400
YJL191W, 1425
YJL190C, 1342
YJL189W, 1486
YJL187C, 1495
YJL186W, 1590
YJL185C, 1422
YJL184W, 1383
YJL183W, 1409
YJL181W, 1562
YJL180C, 1443
YJL179W, 1403
YJL178C, 1463
YJL177W, 1347
YJL176C, 1316
YJL174W, 1483
YJL173C, 1382
YJL172W, 1403
YJL171C, 1402
YJL170C, 1396
YJL168C, 1346
YJL167W, 1583
YJL166W, 1304
YJL165C, 1439
YJL164C, 1316
YJL163C, 1505
YJL162C, 1494
YJL161W, 1582
YJL160C, 1487
YJL159W, 1418
YJL158C, 1358
YJL156C, 1546
YJL155C, 1395
YJL154C, 1360
YJL153C, 1370
YJL151C, 1583
YJL149W, 1638
YJL148W, 1451
YJL147C, 1545
YJL146W, 1474
YJL145W, 1519
YJL144W, 1604
YJL143W, 1394
YJL142C, 1447
YJL141C, 1335
YJL140W, 1450
YJL139C, 1274
YJL138C, 1389
YJL137C, 1369
YJL136C, 1454
YJL134W, 1398
YJL133C-A, 1311
YJL133W, 1348
YJL132W, 1414
YJL131C, 1380
YJL128C, 1483
YJL127C-B, 1594
YJL127C, 1407
YJL126W, 1382
YJL125C, 1431
YJL124C, 1416
YJL123C, 1432
YJL122W, 1450
YJL121C, 1360
YJL118W, 1307
YJL117W, 1481
YJL116C, 1312
YJL115W, 1338
YJL112W, 1393
YJL111W, 1373
YJL110C, 1377
YJL108C, 1376
YJL106W, 1473
YJL104W, 1477
YJL103C, 1481
YJL102W, 1668
YJL101C, 1292
YJL100W, 1511
YJL098W, 1468
YJL097W, 1387
YJL096W, 1524
YJL094C, 1198
YJL092W, 1508
YJL091C, 1561
YJL090C, 1447
YJL088W, 1261
YJL087C, 1429
YJL085W, 1397
YJL084C, 1384
YJL083W, 1489
YJL082W, 1441
YJL081C, 1289
YJL080C, 1386
YJL079C, 1399
YJL078C, 1397
YJL077W-B, 1490
YJL077W-A, 1373
YJL076W, 1465
YJL073W, 1403
YJL072C, 1451
YJL071W, 1665
YJL070C, 1478
YJL069C, 1336
YJL068C, 1405
YJL066C, 1412
YJL065C, 1360
YJL063C, 1410
YJL062W-A, 1474
YJL062W, 1466
YJL061W, 1355
YJL060W, 1647
YJL059W, 1553
YJL058C, 1525
YJL057C, 1403
YJL056C, 1409
YJL055W, 1334
YJL054W, 1313
YJL053W, 1486
YJL052W, 1426
YJL051W, 1411
YJL050W, 1497
YJL049W, 1463
YJL048C, 1471
YJL047C-A, 1453
YJL047C, 1428
YJL046W, 1449
YJL045W, 1384
YJL044C, 1534
YJL043W, 1558
YJL042W, 1485
YJL041W, 1501
YJL038C, 1753
YJL036W, 1388
YJL035C, 1530
YJL034W, 1462
YJL033W, 1483
YJL031C, 1591
YJL030W, 1317
YJL029C, 1431
YJL027C, 1676
YJL026W, 1309
YJL025W, 1360
YJL024C, 1492
YJL023C, 1474
YJL019W, 1594
YJL016W, 1379
YJL014W, 1373
YJL012C, 1455
YJL011C, 1528
YJL010C, 1506
YJL008C, 1419
YJL006C, 1512
YJL004C, 1568
YJL003W, 1509
YJL002C, 1587
YJL001W, 1451
YJR001W, 1377
YJR002W, 1403
YJR003C, 1378
YJR004C, 1603
YJR005W, 1551
YJR005C-A, 1502
YJR006W, 1475
YJR007W, 1553
YJR008W, 1306
YJR009C, 1398
YJR010W, 1314
YJR010C-A, 1525
YJR011C, 1449
YJR013W, 1414
YJR014W, 1478
YJR015W, 1387
YJR016C, 1355
YJR017C, 1312
YJR019C, 1349
YJR021C, 1413
YJR024C, 1410
YJR025C, 1472
YJR031C, 1421
YJR032W, 1498
YJR034W, 1387
YJR040W, 1439
YJR041C, 1383
YJR042W, 1487
YJR043C, 1524
YJR044C, 1489
YJR045C, 1409
YJR046W, 1415
YJR047C, 1488
YJR048W, 1376
YJR049C, 1445
YJR050W, 1399
YJR051W, 1618
YJR052W, 1599
YJR054W, 1633
YJR055W, 1276
YJR056C, 1470
YJR057W, 1439
YJR058C, 1492
YJR059W, 1342
YJR060W, 1384
YJR062C, 1378
YJR063W, 1347
YJR064W, 1434
YJR065C, 1417
YJR067C, 1490
YJR068W, 1489
YJR069C, 1389
YJR070C, 1576
YJR072C, 1347
YJR073C, 1511
YJR074W, 1450
YJR075W, 1406
YJR076C, 1243
YJR077C, 1250
YJR080C, 1537
YJR082C, 1478
YJR083C, 1468
YJR084W, 1499
YJR085C, 1453
YJR086W, 1439
YJR088C, 1536
YJR091C, 1501
YJR093C, 1468
YJR094C, 1417
YJR094W-A, 1411
YJR095W, 1391
YJR096W, 1462
YJR097W, 1472
YJR098C, 1329
YJR099W, 1351
YJR100C, 1587
YJR101W, 1477
YJR102C, 1387
YJR103W, 1330
YJR104C, 1309
YJR105W, 1290
YJR106W, 1488
YJR107W, 1362
YJR109C, 1409
YJR110W, 1474
YJR111C, 1492
YJR112W, 1524
YJR112W-A, 1511
YJR113C, 1571
YJR115W, 1551
YJR116W, 1259
YJR117W, 1508
YJR118C, 1312
YJR119C, 1471
YJR121W, 1430
YJR122W, 1545
YJR123W, 1384
YJR124C, 1491
YJR125C, 1390
YJR129C, 1631
YJR130C, 1382
YJR131W, 1299
YJR132W, 1462
YJR133W, 1585
YJR134C, 1512
YJR135C, 1504
YJR135W-A, 1277
YJR136C, 1399
YJR139C, 1339
YJR141W, 1598
YJR142W, 1414
YJR143C, 1460
YJR144W, 1446
YJR145C, 1500
YJR147W, 1459
YJR148W, 1324
YJR149W, 1610
YJR150C, 1310
YJR152W, 1247
YJR153W, 1328
YJR155W, 1495
YKL222C, 1513
YKL218C, 1401
YKL217W, 1376
YKL216W, 1405
YKL215C, 1437
YKL214C, 1431
YKL213C, 1347
YKL212W, 1371
YKL211C, 1333
YKL210W, 1217
YKL208W, 1361
YKL207W, 1602
YKL206C, 1339
YKL205W, 1493
YKL204W, 1384
YKL198C, 1433
YKL197C, 1547
YKL196C, 1583
YKL195W, 1467
YKL194C, 1579
YKL193C, 1445
YKL192C, 1520
YKL191W, 1326
YKL190W, 1224
YKL189W, 1608
YKL186C, 1435
YKL185W, 1468
YKL184W, 1273
YKL183W, 1484
YKL181W, 1461
YKL180W, 1347
YKL179C, 1417
YKL178C, 1364
YKL176C, 1425
YKL175W, 1598
YKL174C, 1458
YKL173W, 1453
YKL172W, 1456
YKL170W, 1469
YKL168C, 1613
YKL167C, 1471
YKL166C, 1518
YKL165C, 1513
YKL164C, 1404
YKL163W, 1442
YKL162C, 1601
YKL161C, 1521
YKL160W, 1495
YKL159C, 1382
YKL157W, 1534
YKL156W, 1444
YKL155C, 1532
YKL154W, 1370
YKL152C, 1456
YKL151C, 1490
YKL150W, 1514
YKL149C, 1398
YKL148C, 1384
YKL146W, 1231
YKL145W, 1629
YKL144C, 1428
YKL143W, 1450
YKL142W, 1511
YKL141W, 1373
YKL140W, 1522
YKL139W, 1457
YKL138C-A, 1573
YKL138C, 1402
YKL137W, 1499
YKL135C, 1551
YKL134C, 1381
YKL133C, 1640
YKL132C, 1411
YKL130C, 1440
YKL129C, 1436
YKL128C, 1390
YKL127W, 1353
YKL126W, 1587
YKL125W, 1490
YKL124W, 1468
YKL122C, 1459
