Gene name, Transcript overall charge
YGL245W, 1
YGL244W, -4
YGL243W, 1
YGL242C, -2
YGL241W, -2
YGL240W, -1
YGL238W, -1
YGL237C, -1
YGL236C, 1
YGL234W, 0
YGL233W, -1
YGL232W, 2
YGL231C, -2
YGL230C, 0
YGL229C, -1
YGL228W, 2
YGL227W, -4
YGL226C-A, 0
YGL226W, 2
YGL225W, 2
YGL224C, -2
YGL223C, -2
YGL222C, -1
YGL221C, 1
YGL220W, 1
YGL219C, 0
YGL216W, 0
YGL215W, 0
YGL213C, 1
YGL212W, 0
YGL211W, -1
YGL210W, -4
YGL209W, 1
YGL208W, 2
YGL207W, -4
YGL205W, 1
YGL204C, 0
YGL203C, 1
YGL202W, -1
YGL201C, -1
YGL200C, 1
YGL198W, -2
YGL196W, 0
YGL194C-A, 1
YGL194C, 0
YGL193C, 0
YGL192W, 1
YGL191W, 3
YGL190C, 0
YGL189C, 4
YGL188C-A, 0
YGL187C, 2
YGL186C, 1
YGL185C, 0
YGL184C, 1
YGL181W, 4
YGL180W, 1
YGL179C, 0
YGL176C, -1
YGL175C, -1
YGL174W, 0
YGL172W, 1
YGL171W, 1
YGL169W, 2
YGL167C, -1
YGL166W, 1
YGL164C, -1
YGL163C, 3
YGL162W, 1
YGL161C, -1
YGL160W, 1
YGL159W, -3
YGL158W, -2
YGL157W, -1
YGL156W, -3
YGL155W, 1
YGL154C, -1
YGL153W, 1
YGL151W, -1
YGL150C, -1
YGL148W, 2
YGL147C, -1
YGL146C, 0
YGL145W, -2
YGL144C, -1
YGL143C, 2
YGL142C, 4
YGL141W, 3
YGL140C, 3
YGL139W, 2
YGL137W, 2
YGL136C, 2
YGL135W, 1
YGL134W, 0
YGL130W, 0
YGL129C, 2
YGL128C, -2
YGL127C, 0
YGL125W, 2
YGL124C, -3
YGL123W, 1
YGL122C, -1
YGL121C, -4
YGL120C, 3
YGL119W, 2
YGL117W, -1
YGL116W, 0
YGL115W, 0
YGL114W, -1
YGL113W, -1
YGL112C, 0
YGL111W, 0
YGL110C, 1
YGL108C, 1
YGL107C, 3
YGL106W, 1
YGL105W, -1
YGL104C, 1
YGL103W, 5
YGL101W, -1
YGL100W, -2
YGL099W, 3
YGL098W, -2
YGL097W, 1
YGL096W, 1
YGL095C, -2
YGL094C, 1
YGL093W, 0
YGL092W, 1
YGL091C, -2
YGL090W, -1
YGL089C, 1
YGL087C, 3
YGL085W, 1
YGL084C, 0
YGL083W, 1
YGL082W, 0
YGL081W, 0
YGL080W, 2
YGL079W, -4
YGL078C, 1
YGL077C, 0
YGL076C, -1
YGL075C, -2
YGL073W, 0
YGL071W, -2
YGL070C, 1
YGL068W, 3
YGL067W, 1
YGL066W, 0
YGL065C, 1
YGL064C, 1
YGL063W, 0
YGL062W, 2
YGL061C, -3
YGL060W, 0
YGL059W, 2
YGL058W, 4
YGL057C, 2
YGL056C, 2
YGL055W, -1
YGL054C, 0
YGL053W, 0
YGL050W, 1
YGL049C, 1
YGL048C, 0
YGL047W, -1
YGL045W, 1
YGL044C, 1
YGL043W, 1
YGL041C-B, -1
YGL041W-A, 4
YGL040C, -2
YGL039W, 0
YGL038C, 3
YGL037C, 0
YGL034C, 0
YGL032C, 1
YGL031C, -1
YGL030W, 0
YGL029W, -1
YGL028C, 0
YGL027C, 3
YGL026C, 0
YGL023C, 2
YGL022W, 0
YGL020C, 1
YGL019W, -2
YGL018C, 3
YGL017W, 0
YGL016W, 0
YGL015C, -1
YGL014W, -1
YGL013C, 3
YGL012W, 0
YGL011C, 0
YGL010W, -1
YGL009C, 2
YGL008C, -1
YGL007C-A, 0
YGL007W, 1
YGL006W, -1
YGL005C, -4
YGL004C, 2
YGL003C, 0
YGL002W, 1
YGL001C, 0
YGR001C, -5
YGR002C, -2
YGR003W, 3
YGR004W, -3
YGR005C, 0
YGR006W, -1
YGR007W, -1
YGR008C, 1
YGR009C, 4
YGR012W, 1
YGR013W, 0
YGR014W, 0
YGR015C, 3
YGR016W, 5
YGR017W, 1
YGR018C, 1
YGR019W, -3
YGR020C, 1
YGR021W, 1
YGR023W, 3
YGR026W, 5
YGR027C, 2
YGR028W, 2
YGR029W, 0
YGR030C, -1
YGR031W, 1
YGR033C, 2
YGR034W, -1
YGR035C, 2
YGR035W-A, 0
YGR036C, 0
YGR037C, 0
YGR038W, -3
YGR039W, 0
YGR040W, 0
YGR041W, 1
YGR042W, -1
YGR043C, 1
YGR044C, 0
YGR045C, 3
YGR046W, 1
YGR047C, 2
YGR048W, 0
YGR049W, 1
YGR050C, 1
YGR053C, 2
YGR054W, 1
YGR055W, 0
YGR056W, -1
YGR057C, 1
YGR058W, 3
YGR060W, 0
YGR061C, 0
YGR062C, 3
YGR063C, 0
YGR065C, 2
YGR066C, 2
YGR067C, 2
YGR068C, 0
YGR071C, -2
YGR072W, 0
YGR074W, 4
YGR075C, -2
YGR076C, 0
YGR077C, -2
YGR078C, -1
YGR080W, -1
YGR081C, 4
YGR082W, 1
YGR084C, -1
YGR085C, 1
YGR086C, 4
YGR088W, 1
YGR089W, 0
YGR090W, 2
YGR091W, -5
YGR092W, 0
YGR093W, 2
YGR094W, 2
YGR095C, -2
YGR096W, 0
YGR097W, 0
YGR099W, -1
YGR100W, 1
YGR101W, 0
YGR102C, 4
YGR103W, 5
YGR104C, 0
YGR105W, 0
YGR106C, 0
YGR108W, 1
YGR109C, 0
YGR110W, 2
YGR111W, -3
YGR112W, 2
YGR113W, 0
YGR116W, -2
YGR117C, 0
YGR118W, 3
YGR119C, 0
YGR120C, -5
YGR121C, 0
YGR121W-A, 4
YGR122W, 2
YGR123C, 1
YGR124W, 1
YGR125W, 5
YGR126W, -1
YGR127W, 2
YGR128C, 1
YGR129W, 0
YGR130C, -2
YGR131W, 0
YGR132C, 0
YGR134W, 3
YGR135W, 2
YGR138C, -2
YGR141W, 5
YGR142W, 0
YGR145W, 0
YGR146C, -1
YGR146C-A, -1
YGR147C, 1
YGR148C, -1
YGR149W, -3
YGR150C, 2
YGR153W, 1
YGR154C, 2
YGR155W, 0
YGR156W, 4
YGR157W, 0
YGR158C, 2
YGR159C, 4
YGR161C, 1
YGR161W-C, 1
YGR163W, -1
YGR165W, 1
YGR166W, -1
YGR167W, -2
YGR168C, 4
YGR169C, 0
YGR169C-A, 2
YGR170W, 6
YGR171C, 3
YGR172C, 0
YGR173W, 0
YGR174C, 0
YGR174W-A, -1
YGR175C, -1
YGR177C, -3
YGR178C, 3
YGR179C, -1
YGR180C, 1
YGR181W, 0
YGR183C, 1
YGR185C, -2
YGR186W, 3
YGR187C, -2
YGR188C, 0
YGR189C, 0
YGR191W, 2
YGR192C, 2
YGR193C, 1
YGR195W, -1
YGR196C, 2
YGR197C, -2
YGR198W, 1
YGR199W, 2
YGR200C, -2
YGR201C, -1
YGR202C, 1
YGR203W, 0
YGR204W, 0
YGR204C-A, 0
YGR205W, 0
YGR206W, 0
YGR207C, 2
YGR208W, 2
YGR209C, 0
YGR210C, 0
YGR211W, -1
YGR212W, 0
YGR213C, 0
YGR214W, -1
YGR215W, 3
YGR216C, -1
YGR218W, -3
YGR220C, 1
YGR221C, 2
YGR222W, 3
YGR223C, 1
YGR225W, 3
YGR227W, 0
YGR229C, 2
YGR230W, -1
YGR231C, 1
YGR232W, 1
YGR233C, 2
YGR234W, 2
YGR235C, 0
YGR236C, -1
YGR237C, 3
YGR239C, 0
YGR240C, -1
YGR241C, 2
YGR243W, 1
YGR244C, 2
YGR245C, 3
YGR246C, 1
YGR247W, 0
YGR248W, 3
YGR250C, -4
YGR251W, 1
YGR252W, 0
YGR253C, 0
YGR254W, 2
YGR255C, 3
YGR256W, 0
YGR257C, 0
YGR258C, 0
YGR260W, 1
YGR261C, 1
YGR262C, -1
YGR263C, 0
YGR264C, 1
YGR266W, -1
YGR267C, -1
YGR268C, -2
YGR271C-A, 5
YGR273C, -1
YGR274C, 2
YGR277C, -1
YGR278W, -3
YGR279C, 1
YGR280C, 3
YGR282C, 1
YGR283C, 3
YGR284C, 1
YGR285C, -1
YGR286C, 2
YGR287C, -1
YGR288W, 2
YGR289C, 3
YGR292W, -2
YGR294W, 1
YHL048W, -1
YHL047C, -2
YHL046C, 1
YHL044W, 0
YHL043W, -1
YHL042W, 2
YHL040C, 1
YHL039W, -2
YHL038C, 0
YHL037C, 1
YHL036W, 0
YHL034C, -3
YHL033C, 2
YHL032C, 1
YHL031C, 1
YHL029C, 2
YHL028W, 1
YHL027W, -2
YHL026C, 0
YHL025W, 6
YHL023C, -2
YHL021C, 3
YHL020C, -1
YHL019C, -2
YHL018W, 3
YHL017W, 0
YHL016C, 0
YHL015W, -2
YHL014C, 1
YHL013C, -3
YHL011C, 1
YHL009C, -2
YHL008C, -1
YHL007C, -2
YHL006C, -1
YHL004W, 4
YHL003C, 0
YHL002W, 2
YHL001W, 0
YHR001W, 2
YHR001W-A, 2
YHR002W, -2
YHR003C, 1
YHR005C, 0
YHR005C-A, 0
YHR006W, 1
YHR007C, 0
YHR007C-A, 8
YHR008C, 1
YHR009C, -1
YHR010W, 3
YHR011W, 2
YHR012W, 0
YHR013C, 2
YHR014W, 3
YHR016C, 1
YHR017W, -1
YHR018C, 0
YHR019C, 0
YHR020W, 0
YHR021C, 0
YHR022C, 1
YHR022C-A, 4
YHR024C, 2
YHR025W, 3
YHR026W, -2
YHR027C, -1
YHR028C, -4
YHR029C, 0
YHR030C, 2
YHR031C, 4
YHR033W, 2
YHR034C, 1
YHR035W, -1
YHR036W, -2
YHR037W, 2
YHR038W, 2
YHR039C, 0
YHR039C-A, 1
YHR040W, 1
YHR041C, 1
YHR042W, -2
YHR043C, -1
YHR044C, -2
YHR045W, 0
YHR046C, -1
YHR047C, 0
YHR048W, -1
YHR049W, 1
YHR050W, -2
YHR050W-A, 2
YHR051W, 2
YHR052W, 4
YHR057C, 1
YHR058C, -2
YHR059W, 3
YHR060W, -1
YHR061C, 0
YHR062C, -1
YHR063C, 3
YHR064C, 0
YHR065C, 5
YHR066W, 7
YHR067W, 2
YHR068W, -2
YHR069C, 1
YHR070W, 2
YHR072W, -2
YHR072W-A, 0
YHR074W, 1
YHR075C, 1
YHR076W, 2
YHR077C, 0
YHR078W, -1
YHR079C, 3
YHR080C, 5
YHR081W, -1
YHR082C, -2
YHR083W, 0
YHR084W, 1
YHR085W, 6
YHR086W, 1
YHR087W, 2
YHR088W, -1
YHR089C, 3
YHR090C, -2
YHR091C, 2
YHR092C, -4
YHR094C, -1
YHR097C, 1
YHR098C, 0
YHR100C, 1
YHR101C, 1
YHR102W, 2
YHR103W, 0
YHR104W, 0
YHR105W, -1
YHR106W, 3
YHR107C, 0
YHR108W, 3
YHR109W, -1
YHR110W, 2
YHR111W, -2
YHR112C, 0
YHR113W, 2
YHR116W, 2
YHR117W, 0
YHR118C, 1
YHR119W, 3
YHR121W, -1
YHR122W, -3
YHR123W, -1
YHR126C, 1
YHR127W, 4
YHR128W, 0
YHR129C, -2
YHR130C, 1
YHR131C, 0
YHR132C, 1
YHR132W-A, -1
YHR133C, 4
YHR134W, 1
YHR135C, 0
YHR136C, 0
YHR137W, -1
YHR138C, 1
YHR139C, 1
YHR140W, 1
YHR141C, 3
YHR142W, -1
YHR143W, 1
YHR143W-A, 0
YHR144C, 1
YHR146W, -1
YHR147C, 2
YHR148W, 5
YHR149C, 2
YHR150W, 1
YHR151C, 0
YHR152W, 1
YHR153C, -1
YHR154W, -1
YHR156C, 2
YHR157W, -3
YHR159W, -2
YHR160C, 0
YHR161C, 2
YHR162W, 2
YHR163W, 0
YHR166C, -1
YHR167W, -1
YHR168W, 2
YHR169W, 1
YHR170W, 0
YHR171W, 0
YHR172W, -3
YHR174W, 2
YHR175W, 0
YHR175W-A, 0
YHR176W, 2
YHR178W, 0
YHR179W, 1
YHR181W, -1
YHR182W, -2
YHR183W, -1
YHR187W, 1
YHR188C, 0
YHR189W, 2
YHR190W, 2
YHR191C, -2
YHR192W, 2
YHR193C, -1
YHR194W, 2
YHR195W, 2
YHR196W, -1
YHR197W, -2
YHR198C, 2
YHR199C, 3
YHR200W, -2
YHR201C, 1
YHR202W, 2
YHR203C, 6
YHR204W, 0
YHR205W, 1
YHR208W, 4
YHR209W, 2
YHR210C, -1
YHR216W, 1
YIL169C, 2
YIL165C, 1
YIL162W, 0
YIL161W, 1
YIL160C, 2
YIL159W, 2
YIL158W, 0
YIL157C, 2
YIL156W-B, 2
YIL156W, -1
YIL155C, 3
YIL154C, 1
YIL153W, 0
YIL152W, 4
YIL150C, -2
YIL148W, 2
YIL147C, 1
YIL146C, 0
YIL145C, 0
YIL144W, 0
YIL142W, -1
YIL140W, 0
YIL139C, 2
YIL138C, 1
YIL137C, -2
YIL136W, 1
YIL135C, -1
YIL134C-A, -1
YIL134W, 1
YIL133C, -2
YIL132C, -4
YIL131C, 1
YIL127C, 1
YIL126W, -2
YIL125W, 2
YIL124W, 1
YIL123W, 1
YIL122W, 0
YIL121W, 0
YIL119C, 0
YIL118W, 0
YIL117C, 2
YIL116W, 2
YIL115C, -2
YIL114C, 1
YIL113W, 1
YIL112W, 1
YIL111W, 3
YIL110W, -1
YIL109C, 5
YIL108W, -1
YIL107C, -1
YIL106W, 1
YIL105C, 1
YIL104C, 0
YIL103W, 1
YIL102C-A, 1
YIL101C, 0
YIL098C, 3
YIL097W, -2
YIL096C, 4
YIL095W, -1
YIL094C, 2
YIL093C, 1
YIL092W, 2
YIL091C, -1
YIL090W, 1
YIL089W, 0
YIL088C, -1
YIL087C, 0
YIL085C, 4
YIL084C, 1
YIL083C, 1
YIL079C, -2
YIL078W, -2
YIL077C, -2
YIL076W, 0
YIL075C, 0
YIL074C, -2
YIL071C, 2
YIL070C, 2
YIL069C, 2
YIL068C, -2
YIL067C, -1
YIL066C, 2
YIL065C, 1
YIL064W, 3
YIL063C, 0
YIL062C, -2
YIL061C, -1
YIL057C, 4
YIL056W, 1
YIL055C, 1
YIL054W, 1
YIL053W, 2
YIL052C, 4
YIL051C, 2
YIL050W, 1
YIL049W, -2
YIL048W, 3
YIL046W-A, 3
YIL046W, 3
YIL045W, 0
YIL044C, 2
YIL043C, 0
YIL042C, 3
YIL041W, 0
YIL040W, -2
YIL039W, 3
YIL036W, -1
YIL035C, 2
YIL034C, -3
YIL033C, 0
YIL031W, 4
YIL030C, -2
YIL029C, 2
YIL027C, 1
YIL026C, 4
YIL024C, -2
YIL023C, 2
YIL022W, 3
YIL021W, 0
YIL020C, 1
YIL019W, -3
YIL018W, 4
YIL017C, 0
YIL016W, 2
YIL014C-A, -2
YIL014W, 4
YIL012W, 0
YIL011W, 1
YIL010W, 2
YIL009C-A, 2
YIL009W, 1
YIL008W, 0
YIL007C, -3
YIL006W, -1
YIL005W, 3
YIL004C, 1
YIL003W, -3
YIL002W-A, -2
YIL002C, 4
YIL001W, -1
YIR001C, -1
YIR003W, -1
YIR004W, -3
YIR005W, 0
YIR007W, 1
YIR008C, 1
YIR009W, 3
YIR010W, -1
YIR011C, 0
YIR012W, -4
YIR013C, 1
YIR014W, -1
YIR016W, 1
YIR017C, 2
YIR018W, 1
YIR018C-A, 0
YIR020C, 3
YIR021W, 2
YIR022W, 1
YIR023W, -1
YIR024C, 2
YIR025W, 1
YIR026C, -3
YIR029W, -2
YIR030C, 0
YIR031C, 0
YIR032C, 0
YIR033W, -2
YIR034C, 1
YIR035C, 1
YIR036C, 1
YIR037W, -1
YIR038C, 2
YIR039C, 0
YIR041W, 1
YIR042C, -1
YJL218W, -2
YJL217W, -1
YJL213W, 2
YJL212C, -1
YJL210W, 0
YJL209W, 3
YJL208C, 1
YJL205C, 1
YJL203W, -4
YJL201W, -1
YJL200C, 2
YJL199C, 2
YJL198W, 3
YJL197W, -1
YJL196C, -1
YJL194W, 2
YJL193W, 2
YJL192C, 0
YJL191W, -1
YJL190C, 0
YJL189W, 3
YJL187C, -6
YJL186W, 5
YJL185C, -1
YJL184W, 1
YJL183W, 4
YJL181W, -5
YJL180C, 2
YJL179W, -1
YJL178C, 1
YJL177W, 1
YJL176C, -2
YJL174W, 2
YJL173C, -1
YJL172W, 1
YJL171C, 0
YJL170C, 1
YJL168C, 0
YJL167W, 1
YJL166W, 1
YJL165C, 1
YJL164C, -2
YJL163C, -2
YJL162C, -1
YJL161W, 3
YJL160C, 3
YJL159W, 2
YJL158C, 1
YJL156C, 4
YJL155C, -2
YJL154C, -2
YJL153C, -2
YJL151C, 0
YJL149W, 2
YJL148W, 0
YJL147C, 3
YJL146W, -4
YJL145W, -1
YJL144W, 2
YJL143W, 0
YJL142C, 2
YJL141C, -1
YJL140W, 1
YJL139C, 1
YJL138C, -4
YJL137C, 2
YJL136C, -2
YJL134W, 0
YJL133C-A, 1
YJL133W, -1
YJL132W, 0
YJL131C, 0
YJL128C, 0
YJL127C-B, 1
YJL127C, 0
YJL126W, 3
YJL125C, 0
YJL124C, 1
YJL123C, -3
YJL122W, 3
YJL121C, 1
YJL118W, 0
YJL117W, 3
YJL116C, 1
YJL115W, 1
YJL112W, 0
YJL111W, 0
YJL110C, 1
YJL108C, 0
YJL106W, 2
YJL104W, 2
YJL103C, 2
YJL102W, 3
YJL101C, 0
YJL100W, 0
YJL098W, 0
YJL097W, 2
YJL096W, 1
YJL094C, 0
YJL092W, 0
YJL091C, 1
YJL090C, 1
YJL088W, 0
YJL087C, 1
YJL085W, -5
YJL084C, -1
YJL083W, 5
YJL082W, 2
YJL081C, 0
YJL080C, -3
YJL079C, 2
YJL078C, -1
YJL077W-B, 1
YJL077W-A, 1
YJL076W, 1
YJL073W, 0
YJL072C, 1
YJL071W, 3
YJL070C, 1
YJL069C, 0
YJL068C, 1
YJL066C, -4
YJL065C, -1
YJL063C, 3
YJL062W-A, 0
YJL062W, 1
YJL061W, 1
YJL060W, 3
YJL059W, 1
YJL058C, -1
YJL057C, -2
YJL056C, 0
YJL055W, 0
YJL054W, 1
YJL053W, 0
YJL052W, 2
YJL051W, 3
YJL050W, -4
YJL049W, 0
YJL048C, -2
YJL047C-A, 1
YJL047C, 0
YJL046W, 0
YJL045W, 3
YJL044C, 0
YJL043W, -1
YJL042W, 1
YJL041W, 1
YJL038C, 1
YJL036W, 0
YJL035C, 4
YJL034W, 2
YJL033W, 3
YJL031C, 5
YJL030W, 1
YJL029C, -3
YJL027C, 4
YJL026W, 1
YJL025W, 1
YJL024C, 3
YJL023C, 2
YJL019W, 0
YJL016W, 1
YJL014W, 0
YJL012C, 2
YJL011C, 0
YJL010C, 6
YJL008C, 1
YJL006C, -1
YJL004C, 3
YJL003W, 4
YJL002C, 1
YJL001W, 0
YJR001W, -2
YJR002W, 0
YJR003C, 2
YJR004C, 1
YJR005W, 2
YJR005C-A, 2
YJR006W, -2
YJR007W, 1
YJR008W, 2
YJR009C, 2
YJR010W, 0
YJR010C-A, 0
YJR011C, -2
YJR013W, -2
YJR014W, 0
YJR015W, -3
YJR016C, 2
YJR017C, 0
YJR019C, 1
YJR021C, 0
YJR024C, -1
YJR025C, 0
YJR031C, -1
YJR032W, -2
YJR034W, 2
YJR040W, 0
YJR041C, -3
YJR042W, -1
YJR043C, -1
YJR044C, 1
YJR045C, 2
YJR046W, 2
YJR047C, -3
YJR048W, 2
YJR049C, -2
YJR050W, 1
YJR051W, 3
YJR052W, 5
YJR054W, 1
YJR055W, 1
YJR056C, -1
YJR057W, 1
YJR058C, 1
YJR059W, -1
YJR060W, 1
YJR062C, 1
YJR063W, 0
YJR064W, 0
YJR065C, 0
YJR067C, -2
YJR068W, 2
YJR069C, -1
YJR070C, 0
YJR072C, 0
YJR073C, -1
YJR074W, 2
YJR075W, 3
YJR076C, -1
YJR077C, 0
YJR080C, 2
YJR082C, -2
YJR083C, -1
YJR084W, -4
YJR085C, 0
YJR086W, 1
YJR088C, 1
YJR091C, 1
YJR093C, -4
YJR094C, 2
YJR094W-A, 4
YJR095W, 4
YJR096W, 2
YJR097W, 0
YJR098C, -1
YJR099W, 0
YJR100C, 3
YJR101W, 3
YJR102C, 0
YJR103W, 1
YJR104C, 0
YJR105W, 0
YJR106W, 1
YJR107W, 1
YJR109C, -1
YJR110W, 1
YJR111C, 1
YJR112W, 3
YJR112W-A, 2
YJR113C, 3
YJR115W, 1
YJR116W, 0
YJR117W, 0
YJR118C, 0
YJR119C, -3
YJR121W, 1
YJR122W, 4
YJR123W, -3
YJR124C, 1
YJR125C, -2
YJR129C, -1
YJR130C, 0
YJR131W, 1
YJR132W, -2
YJR133W, -1
YJR134C, 1
YJR135C, -3
YJR135W-A, -1
YJR136C, -3
YJR139C, 1
YJR141W, 0
YJR142W, 1
YJR143C, 5
YJR144W, 3
YJR145C, 6
YJR147W, -2
YJR148W, 0
YJR149W, -1
YJR150C, 1
YJR152W, -1
YJR153W, 0
YJR155W, 2
YKL222C, 3
YKL218C, -2
YKL217W, -1
YKL216W, 1
YKL215C, 1
YKL214C, -2
YKL213C, 1
YKL212W, 0
YKL211C, 1
YKL210W, 0
YKL208W, 0
YKL207W, -1
YKL206C, 0
YKL205W, 0
YKL204W, -2
YKL198C, 3
YKL197C, 2
YKL196C, 2
YKL195W, 2
YKL194C, 3
YKL193C, -1
YKL192C, 3
YKL191W, -1
YKL190W, 0
YKL189W, 1
YKL186C, 0
YKL185W, 2
YKL184W, 0
YKL183W, 4
YKL181W, 3
YKL180W, 1
YKL179C, -1
YKL178C, 1
YKL176C, 2
YKL175W, 1
YKL174C, -2
YKL173W, -5
YKL172W, 2
YKL170W, 2
YKL168C, 1
YKL167C, 2
YKL166C, -2
YKL165C, 2
YKL164C, 2
YKL163W, 2
YKL162C, 4
YKL161C, 0
YKL160W, 6
YKL159C, -1
YKL157W, 2
YKL156W, 0
YKL155C, 2
YKL154W, 0
YKL152C, 3
YKL151C, 0
YKL150W, 4
YKL149C, 2
YKL148C, 3
YKL146W, 0
YKL145W, 0
YKL144C, 0
YKL143W, 3
YKL142W, -1
YKL141W, 1
YKL140W, 1
YKL139W, 1
YKL138C-A, 2
YKL138C, 1
YKL137W, -1
YKL135C, 3
YKL134C, 2
YKL133C, 4
YKL132C, -1
YKL130C, 1
YKL129C, 5
YKL128C, 1
YKL127W, -1
YKL126W, 3
YKL125W, 1
YKL124W, -2
YKL122C, 0
YKL121W, 2
YKL120W, 0
YKL119C, 0
YKL117W, 0
YKL116C, -2
YKL114C, 1
YKL113C, 1
YKL112W, -1
YKL110C, 0
YKL109W, 1
YKL108W, 0
YKL107W, 1
YKL106C-A, 1
YKL106W, 2
YKL105C, -2
YKL104C, 0
YKL103C, -3
YKL102C, -1
YKL100C, 0
YKL099C, 3
YKL098W, -1
YKL097C, -1
YKL096W-A, 0
YKL096W, 1
YKL094W, 1
YKL093W, 1
YKL092C, 0
YKL091C, -1
YKL090W, -3
YKL089W, 2
YKL088W, -2
YKL087C, 0
YKL086W, 1
YKL085W, 3
YKL084W, 0
YKL082C, 0
YKL081W, 1
YKL080W, -1
YKL079W, 1
YKL078W, 1
YKL077W, 1
YKL074C, -1
YKL073W, 2
YKL072W, 0
YKL071W, 1
YKL070W, 0
YKL069W, 1
YKL068W-A, 1
YKL068W, 1
YKL067W, 0
YKL065W-A, 3
YKL065C, 0
YKL063C, 2
YKL062W, 0
YKL061W, -1
YKL060C, 2
YKL059C, 2
YKL058W, 0
YKL057C, 0
YKL056C, -1
YKL055C, 1
YKL054C, 3
YKL053C-A, 0
YKL052C, -3
YKL051W, 1
YKL049C, 1
YKL048C, 1
YKL047W, -1
YKL046C, 1
YKL045W, 4
YKL044W, 0
YKL043W, 2
YKL042W, 2
YKL041W, 1
YKL040C, 3
YKL039W, 2
YKL038W, -1
YKL035W, 5
YKL034W, -2
YKL033W-A, 2
YKL029C, 2
YKL028W, -1
YKL027W, 0
YKL026C, -2
YKL025C, -1
YKL024C, 0
YKL023C-A, 3
YKL023W, -1
YKL020C, 0
YKL019W, -3
YKL018C-A, 0
YKL018W, 1
YKL017C, 1
YKL016C, 2
YKL015W, 1
YKL013C, 1
YKL012W, 0
YKL011C, 2
YKL010C, -2
YKL009W, 4
YKL008C, 1
YKL007W, -1
YKL006C-A, 0
YKL006W, 0
YKL005C, 3
YKL004W, 1
YKL003C, 0
YKL002W, 0
YKL001C, 1
YKR001C, 0
YKR002W, 1
YKR003W, 1
YKR004C, 0
YKR006C, 3
YKR007W, 2
YKR008W, 3
YKR010C, 2
YKR011C, 0
YKR013W, 2
YKR014C, 0
YKR015C, -2
YKR016W, 3
YKR017C, -2
YKR018C, 1
YKR019C, 4
YKR020W, 2
YKR021W, -2
YKR022C, 5
YKR023W, 1
YKR024C, -3
YKR025W, -1
YKR026C, -2
YKR027W, 2
YKR028W, 0
YKR029C, 0
YKR030W, -1
YKR035W-A, 0
YKR036C, -1
YKR037C, -3
YKR038C, 1
YKR039W, 0
YKR041W, -5
YKR042W, 1
YKR043C, 1
YKR044W, 1
YKR045C, 3
YKR046C, 0
YKR048C, 2
YKR049C, 2
YKR050W, 3
YKR051W, 0
YKR052C, -3
YKR053C, -1
YKR055W, 3
YKR057W, -2
YKR058W, 2
YKR059W, -4
YKR060W, -1
YKR061W, 1
YKR062W, 1
YKR063C, 1
YKR064W, 2
YKR065C, 1
YKR066C, 1
YKR067W, 0
YKR068C, 2
YKR069W, 0
YKR070W, 2
YKR071C, 1
YKR072C, 1
YKR074W, 3
YKR075C, -2
YKR076W, 1
YKR077W, 1
YKR078W, 0
YKR079C, 1
YKR080W, 2
YKR081C, 4
YKR082W, 4
YKR083C, -2
YKR084C, -3
YKR085C, 2
YKR086W, 2
YKR087C, 3
YKR088C, -1
YKR089C, 0
YKR090W, 0
YKR091W, 0
YKR092C, 1
YKR093W, -1
YKR094C, 2
YKR095W-A, 2
YKR096W, 0
YKR097W, 1
YKR098C, -1
YKR099W, 2
YKR100C, 0
YKR101W, 1
YKR104W, 0
YLL063C, 4
YLL062C, 2
YLL061W, -1
YLL060C, 1
YLL058W, -2
YLL056C, 1
YLL055W, 0
YLL054C, 3
YLL053C, 0
YLL051C, 2
YLL050C, -1
YLL045C, 2
YLL043W, 0
YLL042C, 0
YLL041C, 3
YLL039C, 2
YLL038C, 0
YLL036C, 2
YLL035W, -1
YLL034C, 4
YLL033W, 2
YLL031C, 1
YLL029W, 1
YLL028W, 0
YLL027W, 2
YLL026W, -1
YLL025W, 1
YLL024C, 0
YLL023C, 1
YLL022C, 0
YLL018C-A, 0
YLL018C, -1
YLL015W, -2
YLL014W, -2
YLL013C, -4
YLL012W, 3
YLL011W, 3
YLL010C, 0
YLL009C, -2
YLL008W, 2
YLL007C, 1
YLL006W, -4
YLL004W, 1
YLL003W, 2
YLL002W, -1
YLL001W, -2
YLR001C, 1
YLR002C, 4
YLR003C, -4
YLR004C, 1
YLR005W, -3
YLR006C, 1
YLR007W, -2
YLR008C, 0
YLR009W, 2
YLR010C, 0
YLR011W, 2
YLR012C, 1
YLR015W, 0
YLR016C, 5
YLR017W, 2
YLR018C, 0
YLR019W, 0
YLR020C, 0
YLR021W, 0
YLR022C, 1
YLR023C, 0
YLR025W, 0
YLR026C, 0
YLR027C, -1
YLR028C, 2
YLR029C, -1
YLR031W, 1
YLR032W, 1
YLR033W, 0
YLR034C, 2
YLR035C, 0
YLR036C, -2
YLR037C, 1
YLR038C, -1
YLR040C, 1
YLR042C, 1
YLR043C, 0
YLR044C, 0
YLR045C, -4
YLR046C, 5
YLR048W, -1
YLR049C, 0
YLR050C, 2
YLR051C, -3
YLR052W, 0
YLR053C, 0
YLR055C, -4
YLR056W, -2
YLR057W, 1
YLR058C, 2
YLR059C, 2
YLR060W, 1
YLR061W, 3
YLR064W, 2
YLR065C, 3
YLR066W, 1
YLR067C, 3
YLR068W, 3
YLR069C, 2
YLR071C, 0
YLR072W, -2
YLR073C, 1
