Gene name, Transcript overall mass
YER135C, 2106
YER136W, 2020
YER137C, 1989
YER139C, 1942
YER140W, 1922
YER141W, 1996
YER142C, 2073
YER143W, 1906
YER144C, 1815
YER145C, 2008
YER146W, 1948
YER147C, 1984
YER148W, 2088
YER149C, 2077
YER150W, 1813
YER151C, 2091
YER152C, 2063
YER154W, 1978
YER156C, 2000
YER157W, 1954
YER158C, 1908
YER159C, 1888
YER161C, 1977
YER162C, 2175
YER163C, 1864
YER165W, 1942
YER167W, 1955
YER168C, 1886
YER169W, 1762
YER170W, 1957
YER171W, 2108
YER173W, 2030
YER174C, 2017
YER175C, 1979
YER175W-A, 2159
YER176W, 2018
YER177W, 1921
YER178W, 1982
YER179W, 1819
YER180C, 2117
YER180C-A, 1758
YER181C, 1999
YER182W, 2076
YER183C, 2104
YER184C, 1895
YER185W, 1969
YER186C, 2062
YER187W, 1788
YER188W, 2135
YFL062W, 2026
YFL055W, 2010
YFL054C, 1832
YFL052W, 2049
YFL049W, 1856
YFL048C, 1948
YFL047W, 2092
YFL046W, 2047
YFL045C, 2007
YFL044C, 1809
YFL042C, 2002
YFL041W-A, 2118
YFL041W, 1970
YFL039C, 1728
YFL038C, 2069
YFL037W, 1937
YFL034C-B, 2059
YFL034C-A, 1965
YFL034W, 1871
YFL031W, 1984
YFL030W, 1848
YFL029C, 1994
YFL028C, 2049
YFL027C, 2020
YFL026W, 1878
YFL024C, 1833
YFL023W, 1855
YFL022C, 2072
YFL021W, 2050
YFL020C, 1666
YFL018C, 2069
YFL017W-A, 2061
YFL017C, 2051
YFL016C, 1880
YFL014W, 1820
YFL013C, 2070
YFL012W, 1883
YFL010C, 1864
YFL009W, 1940
YFL008W, 1964
YFL005W, 1702
YFL004W, 2014
YFL002C, 1990
YFL001W, 2014
YFR001W, 2089
YFR002W, 1894
YFR003C, 1878
YFR004W, 2030
YFR005C, 2136
YFR006W, 1857
YFR007W, 1961
YFR008W, 2028
YFR009W, 1756
YFR010W, 1990
YFR011C, 1715
YFR012W-A, 2109
YFR013W, 1912
YFR014C, 1959
YFR015C, 2008
YFR016C, 2007
YFR017C, 1875
YFR018C, 1925
YFR020W, 2142
YFR021W, 1965
YFR022W, 1859
YFR024C-A, 1907
YFR025C, 1897
YFR026C, 1825
YFR027W, 1937
YFR028C, 2163
YFR029W, 2101
YFR030W, 1902
YFR031C-A, 1893
YFR032C, 1908
YFR032C-A, 2002
YFR033C, 2076
YFR034C, 1872
YFR036W, 2004
YFR037C, 1947
YFR038W, 1877
YFR039C, 1845
YFR040W, 2042
YFR041C, 1910
YFR042W, 2107
YFR043C, 2011
YFR044C, 1943
YFR045W, 1904
YFR046C, 1870
YFR047C, 2032
YFR048W, 1915
YFR049W, 1911
YFR050C, 1968
YFR051C, 1822
YFR052W, 1858
YFR053C, 1884
YFR054C, 1864
YFR055W, 1990
YGL263W, 1877
YGL258W, 1989
YGL257C, 2078
YGL256W, 1943
YGL255W, 2113
YGL254W, 2010
YGL253W, 1884
YGL252C, 1851
YGL250W, 1968
YGL248W, 1768
YGL247W, 1970
YGL246C, 1845
YGL245W, 1763
YGL244W, 1799
YGL243W, 1884
YGL242C, 1829
YGL241W, 1868
YGL240W, 1883
YGL238W, 1890
YGL237C, 1942
YGL236C, 1864
YGL234W, 1886
YGL233W, 2014
YGL232W, 1955
YGL231C, 2126
YGL230C, 1859
YGL229C, 1912
YGL228W, 1893
YGL227W, 2117
YGL226C-A, 2128
YGL226W, 2000
YGL225W, 1886
YGL224C, 1957
YGL223C, 2047
YGL222C, 2013
YGL221C, 2008
YGL220W, 2059
YGL219C, 2018
YGL216W, 1894
YGL215W, 2004
YGL213C, 1796
YGL212W, 1885
YGL211W, 1870
YGL210W, 2173
YGL209W, 2068
YGL208W, 1867
YGL207W, 2147
YGL205W, 1967
YGL204C, 1930
YGL203C, 2097
YGL202W, 2030
YGL201C, 1841
YGL200C, 1946
YGL198W, 2024
YGL196W, 1938
YGL194C-A, 2015
YGL194C, 1986
YGL193C, 2026
YGL192W, 2113
YGL191W, 2005
YGL190C, 2034
YGL189C, 1978
YGL188C-A, 1990
YGL187C, 2045
YGL186C, 2141
YGL185C, 1832
YGL184C, 1880
YGL181W, 2093
YGL180W, 1947
YGL179C, 1944
YGL176C, 2165
YGL175C, 1907
YGL174W, 1989
YGL172W, 1701
YGL171W, 1971
YGL169W, 1989
YGL167C, 1905
YGL166W, 1893
YGL164C, 1831
YGL163C, 1956
YGL162W, 1983
YGL161C, 1933
YGL160W, 2018
YGL159W, 2096
YGL158W, 1968
YGL157W, 1785
YGL156W, 2019
YGL155W, 1870
YGL154C, 1857
YGL153W, 1948
YGL151W, 1978
YGL150C, 1926
YGL148W, 1987
YGL147C, 2043
YGL146C, 1923
YGL145W, 1994
YGL144C, 2031
YGL143C, 2152
YGL142C, 2023
YGL141W, 2070
YGL140C, 2067
YGL139W, 1976
YGL137W, 2089
YGL136C, 2002
YGL135W, 2009
YGL134W, 2065
YGL130W, 1850
YGL129C, 2093
YGL128C, 2015
YGL127C, 1687
YGL125W, 2036
YGL124C, 1944
YGL123W, 1842
YGL122C, 2003
YGL121C, 1883
YGL120C, 1980
YGL119W, 2157
YGL117W, 1925
YGL116W, 1770
YGL115W, 1998
YGL114W, 2020
YGL113W, 1972
YGL112C, 2050
YGL111W, 1887
YGL110C, 1986
YGL108C, 1816
YGL107C, 2086
YGL106W, 1980
YGL105W, 1961
YGL104C, 1842
YGL103W, 2088
YGL101W, 2034
YGL100W, 1962
YGL099W, 1943
YGL098W, 1924
YGL097W, 1728
YGL096W, 1907
YGL095C, 2052
YGL094C, 2113
YGL093W, 2012
YGL092W, 1928
YGL091C, 1928
YGL090W, 1931
YGL089C, 1952
YGL087C, 2111
YGL085W, 1845
YGL084C, 1811
YGL083W, 2004
YGL082W, 1931
YGL081W, 1994
YGL080W, 1940
YGL079W, 1966
YGL078C, 2040
YGL077C, 1891
YGL076C, 1937
YGL075C, 1929
YGL073W, 1788
YGL071W, 1878
YGL070C, 2165
YGL068W, 2029
YGL067W, 1958
YGL066W, 1879
YGL065C, 2064
YGL064C, 2064
YGL063W, 1956
YGL062W, 2047
YGL061C, 1960
YGL060W, 2005
YGL059W, 2222
YGL058W, 2171
YGL057C, 2078
YGL056C, 1994
YGL055W, 1918
YGL054C, 1899
YGL053W, 1873
YGL050W, 1969
YGL049C, 1907
YGL048C, 1824
YGL047W, 1832
YGL045W, 2038
YGL044C, 1836
YGL043W, 2019
YGL041C-B, 2040
YGL041W-A, 2106
YGL040C, 1985
YGL039W, 1778
YGL038C, 2006
YGL037C, 2004
YGL034C, 1847
YGL032C, 1965
YGL031C, 1935
YGL030W, 1894
YGL029W, 1801
YGL028C, 1875
YGL027C, 2123
YGL026C, 2031
YGL023C, 1863
YGL022W, 1893
YGL020C, 1926
YGL019W, 1973
YGL018C, 2203
YGL017W, 2070
YGL016W, 1983
YGL015C, 2031
YGL014W, 1899
YGL013C, 1860
YGL012W, 1956
YGL011C, 1686
YGL010W, 1949
YGL009C, 2006
YGL008C, 1659
YGL007C-A, 2044
YGL007W, 2110
YGL006W, 1942
YGL005C, 1887
YGL004C, 2046
YGL003C, 1905
YGL002W, 2061
YGL001C, 1774
YGR001C, 1915
YGR002C, 1975
YGR003W, 1992
YGR004W, 1916
YGR005C, 1601
YGR006W, 1883
YGR007W, 1956
YGR008C, 2073
YGR009C, 2013
YGR012W, 1948
YGR013W, 2005
YGR014W, 1920
YGR015C, 2005
YGR016W, 2127
YGR017W, 2054
YGR018C, 1918
YGR019W, 2065
YGR020C, 1925
YGR021W, 2056
YGR023W, 1805
YGR026W, 2034
YGR027C, 1790
YGR028W, 2004
YGR029W, 1925
YGR030C, 2052
YGR031W, 1817
YGR033C, 1960
YGR034W, 1942
YGR035C, 1885
YGR035W-A, 2080
YGR036C, 1777
YGR037C, 1973
YGR038W, 1838
YGR039W, 1937
YGR040W, 2034
YGR041W, 1946
YGR042W, 2109
YGR043C, 1887
YGR044C, 1764
YGR045C, 2011
YGR046W, 2029
YGR047C, 1882
YGR048W, 1748
YGR049W, 1737
YGR050C, 1998
YGR053C, 1898
YGR054W, 2024
YGR055W, 1993
YGR056W, 2014
YGR057C, 1926
YGR058W, 1910
YGR060W, 1802
YGR061C, 1931
YGR062C, 2003
YGR063C, 1879
YGR065C, 2117
YGR066C, 2059
YGR067C, 1941
YGR068C, 1763
YGR071C, 1878
YGR072W, 1842
YGR074W, 2110
YGR075C, 1943
YGR076C, 2111
YGR077C, 1991
YGR078C, 1947
YGR080W, 1835
YGR081C, 1939
YGR082W, 1852
YGR084C, 1820
YGR085C, 2012
YGR086C, 2011
YGR088W, 2107
YGR089W, 2097
YGR090W, 1889
YGR091W, 2135
YGR092W, 1869
YGR093W, 1879
YGR094W, 2137
YGR095C, 1834
YGR096W, 2002
YGR097W, 1967
YGR099W, 1912
YGR100W, 2052
YGR101W, 1756
YGR102C, 2059
YGR103W, 2084
YGR104C, 1817
YGR105W, 1920
YGR106C, 2000
YGR108W, 1957
YGR109C, 1979
YGR110W, 2054
YGR111W, 1974
YGR112W, 2038
YGR113W, 1846
YGR116W, 1985
YGR117C, 1996
YGR118W, 1863
YGR119C, 1811
YGR120C, 2014
YGR121C, 1952
YGR121W-A, 2102
YGR122W, 2060
YGR123C, 1868
YGR124W, 1983
YGR125W, 2027
YGR126W, 1932
YGR127W, 2014
YGR128C, 1936
YGR129W, 2206
YGR130C, 2118
YGR131W, 1850
YGR132C, 1840
YGR134W, 2004
YGR135W, 2024
YGR138C, 1923
YGR141W, 2161
YGR142W, 2009
YGR145W, 1892
YGR146C, 1989
YGR146C-A, 1922
YGR147C, 1982
YGR148C, 1921
YGR149W, 2064
YGR150C, 1997
YGR153W, 1896
YGR154C, 1875
YGR155W, 1994
YGR156W, 2091
YGR157W, 1810
YGR158C, 1918
YGR159C, 1940
YGR161C, 1930
YGR161W-C, 1933
YGR163W, 1890
YGR165W, 1809
YGR166W, 1949
YGR167W, 2060
YGR168C, 1804
YGR169C, 1946
YGR169C-A, 1789
YGR170W, 2060
YGR171C, 2057
YGR172C, 1798
YGR173W, 1941
YGR174C, 1909
YGR174W-A, 2042
YGR175C, 1808
YGR177C, 2054
YGR178C, 2034
YGR179C, 2016
YGR180C, 2157
YGR181W, 1687
YGR183C, 2077
YGR185C, 1760
YGR186W, 1790
YGR187C, 1995
YGR188C, 1907
YGR189C, 1840
YGR191W, 2096
YGR192C, 1909
YGR193C, 1819
YGR195W, 2029
YGR196C, 2105
YGR197C, 1981
YGR198W, 1887
YGR199W, 1809
YGR200C, 1858
YGR201C, 2004
YGR202C, 1825
YGR203W, 1997
YGR204W, 1817
YGR204C-A, 2161
YGR205W, 2043
YGR206W, 2124
YGR207C, 2017
YGR208W, 1913
YGR209C, 1893
YGR210C, 1817
YGR211W, 1958
YGR212W, 2106
YGR213C, 2083
YGR214W, 1886
YGR215W, 1919
YGR216C, 2200
YGR218W, 1916
YGR220C, 1936
YGR221C, 2227
YGR222W, 1904
YGR223C, 2132
YGR225W, 2042
YGR227W, 1870
YGR229C, 2192
YGR230W, 1807
YGR231C, 2052
YGR232W, 2064
YGR233C, 2047
YGR234W, 1908
YGR235C, 2149
YGR236C, 1946
YGR237C, 1965
YGR239C, 1933
YGR240C, 1942
YGR241C, 1890
YGR243W, 2102
YGR244C, 1951
YGR245C, 1937
YGR246C, 2016
YGR247W, 1857
YGR248W, 2094
YGR250C, 1828
YGR251W, 2009
YGR252W, 1973
YGR253C, 2059
YGR254W, 1982
YGR255C, 2147
YGR256W, 1680
YGR257C, 2002
YGR258C, 1895
YGR260W, 2014
YGR261C, 1850
YGR262C, 2009
YGR263C, 1954
YGR264C, 1986
YGR266W, 2097
YGR267C, 2127
YGR268C, 2032
YGR271C-A, 1911
YGR273C, 2074
YGR274C, 1855
YGR277C, 2013
YGR278W, 2033
YGR279C, 1797
YGR280C, 1915
YGR282C, 1852
YGR283C, 1960
YGR284C, 1865
YGR285C, 1903
YGR286C, 1985
YGR287C, 2050
YGR288W, 1895
YGR289C, 1868
YGR292W, 2135
YGR294W, 1666
YHL048W, 2013
YHL047C, 2040
YHL046C, 1666
YHL044W, 1938
YHL043W, 1957
YHL042W, 2051
YHL040C, 2049
YHL039W, 2044
YHL038C, 2159
YHL037C, 2009
YHL036W, 1883
YHL034C, 1856
YHL033C, 1720
YHL032C, 2140
YHL031C, 1872
YHL029C, 2037
YHL028W, 1930
YHL027W, 1894
YHL026C, 1827
YHL025W, 1914
YHL023C, 1894
YHL021C, 1996
YHL020C, 2000
YHL019C, 1958
YHL018W, 1848
YHL017W, 2140
YHL016C, 1813
YHL015W, 2133
YHL014C, 1827
YHL013C, 1937
YHL011C, 1942
YHL009C, 1926
YHL008C, 1956
YHL007C, 1855
YHL006C, 2188
YHL004W, 2181
YHL003C, 1900
YHL002W, 1853
YHL001W, 1957
YHR001W, 1894
YHR001W-A, 1930
YHR002W, 2016
YHR003C, 1911
YHR005C, 1794
YHR005C-A, 1763
YHR006W, 1869
YHR007C, 1848
YHR007C-A, 2261
YHR008C, 1759
YHR009C, 2034
YHR010W, 1867
YHR011W, 2137
YHR012W, 1886
YHR013C, 1993
YHR014W, 2021
YHR016C, 1907
YHR017W, 1932
YHR018C, 1891
YHR019C, 1906
YHR020W, 1916
YHR021C, 1874
YHR022C, 1802
YHR022C-A, 1997
YHR024C, 2041
YHR025W, 1869
YHR026W, 1995
YHR027C, 2044
YHR028C, 1982
YHR029C, 2035
YHR030C, 2114
YHR031C, 2042
YHR033W, 1849
YHR034C, 2145
YHR035W, 1988
YHR036W, 2013
YHR037W, 2053
YHR038W, 1938
YHR039C, 2029
YHR039C-A, 1882
YHR040W, 1911
YHR041C, 1827
YHR042W, 1848
YHR043C, 1950
YHR044C, 1897
YHR045W, 2054
YHR046C, 1976
YHR047C, 2020
YHR048W, 1803
YHR049W, 2007
YHR050W, 2080
YHR050W-A, 1945
YHR051W, 2038
YHR052W, 1844
YHR057C, 2094
YHR058C, 2037
YHR059W, 2092
YHR060W, 2010
YHR061C, 2070
YHR062C, 1997
YHR063C, 1854
YHR064C, 1748
YHR065C, 2054
YHR066W, 2103
YHR067W, 2085
YHR068W, 1966
YHR069C, 1945
YHR070W, 2068
YHR072W, 1968
YHR072W-A, 2045
YHR074W, 1995
YHR075C, 2059
YHR076W, 1961
YHR077C, 2078
YHR078W, 1799
YHR079C, 2091
YHR080C, 2080
YHR081W, 2092
YHR082C, 2009
YHR083W, 1975
YHR084W, 2040
YHR085W, 2144
YHR086W, 2059
YHR087W, 2034
YHR088W, 1965
YHR089C, 1862
YHR090C, 1925
YHR091C, 2035
YHR092C, 1936
YHR094C, 1869
YHR097C, 1780
YHR098C, 1770
YHR100C, 1973
YHR101C, 1963
YHR102W, 1840
YHR103W, 1905
YHR104W, 1868
YHR105W, 1965
YHR106W, 1996
YHR107C, 1631
YHR108W, 1985
YHR109W, 2189
YHR110W, 1985
YHR111W, 2018
YHR112C, 1880
YHR113W, 2080
YHR116W, 1955
YHR117W, 2014
YHR118C, 2009
YHR119W, 2000
YHR121W, 1958
YHR122W, 2044
YHR123W, 1987
YHR126C, 1905
YHR127W, 1999
YHR128W, 2004
YHR129C, 1994
YHR130C, 2048
YHR131C, 1895
YHR132C, 2061
YHR132W-A, 1874
YHR133C, 1840
YHR134W, 1942
YHR135C, 1813
YHR136C, 2049
YHR137W, 1788
YHR138C, 1982
YHR139C, 1940
YHR140W, 1977
YHR141C, 2003
YHR142W, 1852
YHR143W, 2132
YHR143W-A, 1900
YHR144C, 1810
YHR146W, 2061
YHR147C, 2103
YHR148W, 2166
YHR149C, 2023
YHR150W, 1850
YHR151C, 2204
YHR152W, 1817
YHR153C, 2137
YHR154W, 2019
YHR156C, 2108
YHR157W, 1992
YHR159W, 2109
YHR160C, 2048
YHR161C, 1979
YHR162W, 2156
YHR163W, 1884
YHR166C, 2063
YHR167W, 2073
YHR168W, 2073
YHR169W, 1976
YHR170W, 1986
YHR171W, 1923
YHR172W, 2130
YHR174W, 1982
YHR175W, 2079
YHR175W-A, 2038
YHR176W, 1823
YHR178W, 1908
YHR179W, 1944
YHR181W, 1851
YHR182W, 1995
YHR183W, 1760
YHR187W, 1916
YHR188C, 1963
YHR189W, 1879
YHR190W, 1958
YHR191C, 1969
YHR192W, 1974
YHR193C, 1851
YHR194W, 2133
YHR195W, 1907
YHR196W, 1803
YHR197W, 1931
YHR198C, 2029
YHR199C, 1997
YHR200W, 1946
YHR201C, 1989
YHR202W, 1874
YHR203C, 1924
YHR204W, 1990
YHR205W, 1945
YHR208W, 2064
YHR209W, 2017
YHR210C, 1876
YHR216W, 1994
YIL169C, 1958
YIL165C, 1976
YIL162W, 1876
YIL161W, 1801
YIL160C, 2021
YIL159W, 2149
YIL158W, 1622
YIL157C, 1934
YIL156W-B, 1888
YIL156W, 1932
YIL155C, 1786
YIL154C, 1897
YIL153W, 2013
YIL152W, 2109
YIL150C, 2011
YIL148W, 1944
YIL147C, 1983
YIL146C, 1949
YIL145C, 2153
YIL144W, 1989
YIL142W, 1960
YIL140W, 1883
YIL139C, 2274
YIL138C, 2040
YIL137C, 1865
YIL136W, 1668
YIL135C, 1958
YIL134C-A, 1847
YIL134W, 2061
YIL133C, 1830
YIL132C, 2086
YIL131C, 1985
YIL127C, 1856
YIL126W, 2005
YIL125W, 2071
YIL124W, 1909
YIL123W, 1764
YIL122W, 2131
YIL121W, 1891
YIL119C, 2150
YIL118W, 1793
YIL117C, 1892
YIL116W, 2142
YIL115C, 1918
YIL114C, 2005
YIL113W, 1926
YIL112W, 2025
YIL111W, 1856
YIL110W, 1982
YIL109C, 2101
YIL108W, 2001
YIL107C, 1928
YIL106W, 1970
YIL105C, 1880
YIL104C, 2077
YIL103W, 2045
YIL102C-A, 2145
YIL101C, 1973
YIL098C, 2154
YIL097W, 2029
YIL096C, 1865
YIL095W, 1927
YIL094C, 1918
YIL093C, 1953
YIL092W, 1983
YIL091C, 1992
YIL090W, 1926
YIL089W, 2013
YIL088C, 1732
YIL087C, 1855
YIL085C, 2092
YIL084C, 1983
YIL083C, 1950
YIL079C, 1885
YIL078W, 1828
YIL077C, 1989
YIL076W, 2168
YIL075C, 1850
YIL074C, 1983
YIL071C, 1889
YIL070C, 2013
YIL069C, 1941
YIL068C, 1884
YIL067C, 1958
YIL066C, 2116
YIL065C, 2094
YIL064W, 1975
YIL063C, 1817
YIL062C, 2100
YIL061C, 2065
YIL057C, 1929
YIL056W, 2064
YIL055C, 1814
YIL054W, 1969
YIL053W, 1848
YIL052C, 2160
YIL051C, 2023
YIL050W, 1857
YIL049W, 2177
YIL048W, 2022
YIL046W-A, 2132
YIL046W, 2265
YIL045W, 1940
YIL044C, 1795
YIL043C, 1861
YIL042C, 2206
YIL041W, 1909
YIL040W, 1960
YIL039W, 2046
YIL036W, 1966
YIL035C, 2106
YIL034C, 1972
YIL033C, 1910
YIL031W, 2041
YIL030C, 2000
YIL029C, 2124
YIL027C, 1908
YIL026C, 2041
YIL024C, 1925
YIL023C, 1884
YIL022W, 1974
YIL021W, 1939
YIL020C, 1927
YIL019W, 2108
YIL018W, 1893
YIL017C, 1961
YIL016W, 2064
YIL014C-A, 1982
YIL014W, 2105
YIL012W, 2076
YIL011W, 1728
YIL010W, 1939
YIL009C-A, 1919
YIL009W, 1808
YIL008W, 1855
YIL007C, 1996
YIL006W, 1850
YIL005W, 2067
YIL004C, 1911
YIL003W, 1752
YIL002W-A, 1829
YIL002C, 2041
YIL001W, 2100
YIR001C, 1929
YIR003W, 1960
YIR004W, 1955
YIR005W, 1996
YIR007W, 1883
YIR008C, 1806
YIR009W, 2093
YIR010W, 1826
YIR011C, 1996
YIR012W, 2089
YIR013C, 1829
YIR014W, 2033
YIR016W, 1768
YIR017C, 1973
YIR018W, 1959
YIR018C-A, 2014
YIR020C, 2072
YIR021W, 1892
YIR022W, 2118
YIR023W, 1789
YIR024C, 2102
YIR025W, 2041
YIR026C, 1856
YIR029W, 2013
YIR030C, 1925
YIR031C, 1917
YIR032C, 1934
YIR033W, 1934
YIR034C, 1901
YIR035C, 1737
YIR036C, 1723
YIR037W, 1991
YIR038C, 2082
YIR039C, 1902
YIR041W, 1666
YIR042C, 1828
YJL218W, 1870
YJL217W, 1973
YJL213W, 2042
YJL212C, 1994
YJL210W, 1926
YJL209W, 2247
YJL208C, 1740
YJL205C, 1963
YJL203W, 2028
YJL201W, 2083
YJL200C, 2057
YJL199C, 1865
YJL198W, 2175
YJL197W, 1870
YJL196C, 2064
YJL194W, 2004
YJL193W, 2003
YJL192C, 1994
YJL191W, 1958
YJL190C, 1826
YJL189W, 2016
YJL187C, 2055
YJL186W, 2101
YJL185C, 1881
YJL184W, 1855
YJL183W, 1974
YJL181W, 2052
YJL180C, 1928
YJL179W, 1929
YJL178C, 1949
YJL177W, 1776
YJL176C, 1759
YJL174W, 2027
YJL173C, 1897
YJL172W, 1989
YJL171C, 2002
YJL170C, 1947
YJL168C, 1919
YJL167W, 2128
YJL166W, 1942
YJL165C, 1979
YJL164C, 1831
YJL163C, 1995
YJL162C, 2094
YJL161W, 2158
YJL160C, 1959
YJL159W, 1846
YJL158C, 1784
YJL156C, 2118
YJL155C, 1910
YJL154C, 1843
YJL153C, 1867
YJL151C, 2192
YJL149W, 2112
YJL148W, 1927
YJL147C, 2058
YJL146W, 1932
YJL145W, 2094
YJL144W, 2170
YJL143W, 1904
YJL142C, 2004
YJL141C, 1809
YJL140W, 2103
YJL139C, 1816
YJL138C, 1931
YJL137C, 1962
YJL136C, 2041
YJL134W, 1981
YJL133C-A, 1743
YJL133W, 1883
YJL132W, 1928
YJL131C, 1952
YJL128C, 1970
YJL127C-B, 2098
YJL127C, 1973
YJL126W, 1885
YJL125C, 1986
YJL124C, 1916
YJL123C, 2026
YJL122W, 1937
YJL121C, 1852
YJL118W, 1804
YJL117W, 2039
YJL116C, 1770
YJL115W, 1848
YJL112W, 1894
YJL111W, 1914
YJL110C, 1960
YJL108C, 1864
YJL106W, 1905
YJL104W, 1936
YJL103C, 2025
YJL102W, 2180
YJL101C, 1913
YJL100W, 2030
YJL098W, 1959
YJL097W, 1945
YJL096W, 2063
YJL094C, 1727
YJL092W, 2007
YJL091C, 2003
YJL090C, 1918
YJL088W, 1852
YJL087C, 1942
YJL085W, 1893
YJL084C, 1960
YJL083W, 1959
YJL082W, 1899
YJL081C, 1791
YJL080C, 1842
YJL079C, 1827
YJL078C, 1855
YJL077W-B, 2059
YJL077W-A, 1856
YJL076W, 1936
YJL073W, 1937
YJL072C, 1965
YJL071W, 2240
YJL070C, 2104
YJL069C, 1798
YJL068C, 1916
YJL066C, 1898
YJL065C, 1800
YJL063C, 1933
YJL062W-A, 2117
YJL062W, 1963
YJL061W, 1886
YJL060W, 2151
YJL059W, 2218
YJL058C, 1987
YJL057C, 1931
YJL056C, 1954
YJL055W, 1804
YJL054W, 1879
YJL053W, 2060
YJL052W, 1937
YJL051W, 1871
YJL050W, 1995
YJL049W, 2054
YJL048C, 2050
YJL047C-A, 1925
YJL047C, 2000
YJL046W, 2036
YJL045W, 1973
YJL044C, 2155
YJL043W, 2073
YJL042W, 2092
YJL041W, 2051
YJL038C, 2237
YJL036W, 1902
YJL035C, 2098
YJL034W, 1956
YJL033W, 2053
YJL031C, 2174
YJL030W, 1846
YJL029C, 1961
YJL027C, 2266
YJL026W, 1767
YJL025W, 1865
YJL024C, 2048
YJL023C, 1956
YJL019W, 1936
YJL016W, 1893
YJL014W, 1959
YJL012C, 2087
YJL011C, 2094
YJL010C, 2077
YJL008C, 1936
YJL006C, 2071
YJL004C, 2124
YJL003W, 2106
YJL002C, 2135
YJL001W, 1965
YJR001W, 1976
YJR002W, 1872
YJR003C, 1935
YJR004C, 2093
YJR005W, 2050
YJR005C-A, 2000
YJR006W, 2031
YJR007W, 2142
YJR008W, 1928
YJR009C, 1909
YJR010W, 1839
YJR010C-A, 2053
YJR011C, 1907
YJR013W, 1932
YJR014W, 1994
YJR015W, 1921
YJR016C, 1890
YJR017C, 1865
YJR019C, 1904
YJR021C, 1887
YJR024C, 1934
YJR025C, 2100
YJR031C, 1874
YJR032W, 2013
YJR034W, 1845
YJR040W, 1853
YJR041C, 1883
YJR042W, 2016
YJR043C, 2085
YJR044C, 1987
YJR045C, 1855
YJR046W, 1954
YJR047C, 1874
YJR048W, 1790
YJR049C, 2044
YJR050W, 1986
YJR051W, 2136
YJR052W, 2100
YJR054W, 2168
YJR055W, 1775
YJR056C, 1993
YJR057W, 1952
YJR058C, 1947
YJR059W, 1813
YJR060W, 1930
YJR062C, 1879
YJR063W, 1809
YJR064W, 1962
YJR065C, 1876
YJR067C, 1978
YJR068W, 2017
YJR069C, 1888
YJR070C, 2105
YJR072C, 1691
YJR073C, 2033
YJR074W, 1959
YJR075W, 2034
YJR076C, 1883
YJR077C, 1758
YJR080C, 2093
YJR082C, 1991
YJR083C, 2032
YJR084W, 2133
YJR085C, 1855
YJR086W, 1993
YJR088C, 2067
YJR091C, 2000
YJR093C, 1960
YJR094C, 1917
YJR094W-A, 1888
YJR095W, 1934
YJR096W, 2019
YJR097W, 2039
YJR098C, 1873
YJR099W, 1850
YJR100C, 2136
YJR101W, 1984
YJR102C, 1933
YJR103W, 1716
YJR104C, 1695
YJR105W, 1850
YJR106W, 2077
YJR107W, 1908
YJR109C, 1900
YJR110W, 1994
YJR111C, 2020
YJR112W, 2064
YJR112W-A, 2085
YJR113C, 2165
YJR115W, 2051
YJR116W, 1729
YJR117W, 2090
YJR118C, 1933
YJR119C, 2075
YJR121W, 1947
YJR122W, 2106
YJR123W, 1976
YJR124C, 1992
YJR125C, 1924
YJR129C, 2187
YJR130C, 1894
YJR131W, 1767
YJR132W, 1966
YJR133W, 2135
YJR134C, 1956
YJR135C, 2044
YJR135W-A, 1793
YJR136C, 1874
YJR139C, 1695
YJR141W, 2111
YJR142W, 1953
YJR143C, 1926
YJR144W, 1884
YJR145C, 1924
YJR147W, 1963
YJR148W, 1839
YJR149W, 2098
YJR150C, 1736
YJR152W, 1763
YJR153W, 1834
YJR155W, 1980
YKL222C, 2097
YKL218C, 1901
YKL217W, 1890
YKL216W, 1984
YKL215C, 1852
YKL214C, 1943
YKL213C, 1914
YKL212W, 1875
YKL211C, 1868
YKL210W, 1703
YKL208W, 1860
YKL207W, 2110
YKL206C, 1792
YKL205W, 1990
YKL204W, 1905
YKL198C, 1945
YKL197C, 2129
YKL196C, 2026
YKL195W, 2062
YKL194C, 2105
YKL193C, 2018
YKL192C, 1946
YKL191W, 1770
YKL190W, 1766
YKL189W, 2215
YKL186C, 1935
YKL185W, 1882
YKL184W, 1721
YKL183W, 2038
YKL181W, 2009
YKL180W, 1776
YKL179C, 1987
YKL178C, 1832
YKL176C, 1875
YKL175W, 2070
YKL174C, 2042
YKL173W, 1922
YKL172W, 2008
YKL170W, 1914
YKL168C, 2138
YKL167C, 1985
YKL166C, 2074
YKL165C, 1953
YKL164C, 1860
YKL163W, 1870
YKL162C, 2150
YKL161C, 1996
YKL160W, 2065
YKL159C, 1885
YKL157W, 1989
YKL156W, 1874
YKL155C, 2120
YKL154W, 1824
YKL152C, 2044
YKL151C, 2002
YKL150W, 1980
YKL149C, 1895
YKL148C, 1896
YKL146W, 1775
YKL145W, 2111
YKL144C, 1963
YKL143W, 2039
YKL142W, 2011
YKL141W, 1844
YKL140W, 2086
YKL139W, 2022
YKL138C-A, 2095
YKL138C, 1772
YKL137W, 2010
YKL135C, 2066
YKL134C, 1838
YKL133C, 2098
YKL132C, 2022
YKL130C, 1902
YKL129C, 1979
YKL128C, 1880
YKL127W, 1902
YKL126W, 2131
YKL125W, 2049
YKL124W, 1945
YKL122C, 1987
